onset	duration	trial	trial_id	choice	choice_bin	magnitude_sooner	delay_sooner	magnitude_later	delay_later	onset_choice_fb	duration_choice_fb
15.571	1.745	1	14	SS	1	27.84	0	34.8	2	17.337	1.5
20.919	2.114	2	74	SS	1	13.42	4	13.82	6	23.051	1.5
34.081	2.281	3	36	SS	1	18.11	2	19.92	4	36.38	1.5
42.895	1.607	4	7	SS	1	19.45	0	26.26	2	44.528	1.5
49.609	1.566	5	30	SS	1	25.92	0	32.4	4	51.192	1.5
56.29	2.185	6	20	LL	2	30.4	0	33.44	4	58.489	1.5
68.253	1.854	7	34	SS	1	7.42	2	7.64	4	70.119	1.5
80.549	2.427	8	60	SS	1	6.45	2	7.1	6	82.998	1.5
87.696	1.213	9	33	SS	1	25.56	2	25.82	4	88.929	1.5
93.861	1.36	10	76	SS	1	22.92	4	25.21	6	95.244	1.5
100.392	1.151	11	1	SS	1	37.69	0	38.07	2	101.558	1.5
104.391	1.555	12	80	SS	1	9.39	4	14.08	6	105.973	1.5
111.455	1.249	13	13	SS	1	16.21	0	18.64	2	112.721	1.5
124.267	0.986	14	44	SS	1	22.39	2	24.62	4	125.267	1.5
131.765	1.11	15	9	SS	1	22.32	0	22.54	2	132.898	1.5
141.695	0.95	16	49	SS	1	23.7	2	23.94	6	142.661	1.5
151.558	1.274	17	48	SS	1	22.77	2	34.16	4	152.858	1.5
156.49	1.534	18	65	SS	1	13.22	4	13.35	6	158.039	1.5
163.787	1.253	19	79	SS	1	14.58	4	19.68	6	165.054	1.5
172.734	0.937	20	27	SS	1	22.78	0	23.92	4	173.684	1.5
181.815	0.888	21	63	SS	1	25.61	2	34.57	6	182.731	1.5
188.912	0.9	22	73	SS	1	9.59	4	9.68	6	189.829	1.5
195.393	1.23	23	43	SS	1	24.99	2	26.24	4	196.643	1.5
199.409	1.217	24	45	SS	1	36.8	2	42.32	4	200.642	1.5
210.755	1.059	25	16	SS	1	19.29	0	28.94	2	211.838	1.5
216.619	0.973	26	66	SS	1	11.96	4	12.32	6	217.619	1.5
221.118	0.965	27	75	SS	1	20.18	4	21.19	6	222.101	1.5
225.483	1.516	28	53	SS	1	35.19	2	40.46	6	227.016	1.5
232.531	1.107	29	15	SS	1	16.47	0	22.24	2	233.664	1.5
239.928	0.947	30	55	SS	1	29.45	2	39.75	6	240.895	1.5
247.293	1.11	31	50	SS	1	20.53	2	21.14	6	248.425	1.5
252.957	1.273	32	6	SS	1	10.5	0	13.13	2	254.257	1.5
257.272	1.265	33	47	SS	1	20.07	2	27.1	4	258.555	1.5
264.853	1.487	34	31	SS	1	23.44	0	31.64	4	266.353	1.5
273.15	1.113	35	57	SS	1	28.25	2	28.53	6	274.283	1.5
281.198	1.305	36	23	SS	1	6.11	0	8.25	4	282.531	1.5
286.729	1.184	37	39	SS	1	14.56	2	19.66	4	287.929	1.5
291.144	1.086	38	71	SS	1	10.98	4	14.83	6	292.244	1.5
299.841	1.314	39	22	SS	1	18.4	0	23	4	301.174	1.5
