onset	duration	trial	trial_id	choice	choice_bin	magnitude_sooner	delay_sooner	magnitude_later	delay_later	onset_choice_fb	duration_choice_fb
13.501	1.366	1	9	SS	1	22.32	0	22.54	2	14.901	1.5
26.835	1.844	2	56	LL	2	26.96	2	40.44	6	28.701	1.5
38.768	1.958	3	5	LL	2	32.79	0	37.71	2	40.752	1.5
45.102	2.223	4	77	LL	2	25.13	4	28.9	6	47.352	1.5
54.818	1.757	5	21	LL	2	19.12	0	21.99	4	56.602	1.5
60.685	1.438	6	15	LL	2	16.47	0	22.24	2	62.152	1.5
66.502	1.524	7	12	LL	2	21.96	0	24.16	2	68.052	1.5
71.635	2.742	8	3	SS	1	10.51	0	11.04	2	74.403	1.5
79.652	1.482	9	39	LL	2	14.56	2	19.66	4	81.152	1.5
88.702	1.425	10	14	LL	2	27.84	0	34.8	2	90.152	1.5
97.668	1.315	11	16	LL	2	19.29	0	28.94	2	99.011	1.5
102.985	2.209	12	10	SS	1	21.66	0	22.31	2	105.218	1.5
111.052	2.307	13	61	LL	2	18.24	2	20.97	6	113.385	1.5
120.287	1.498	14	63	LL	2	25.61	2	34.57	6	121.803	1.5
126.968	1.48	15	69	LL	2	22.62	4	26.01	6	128.468	1.5
134.935	2.358	16	36	LL	2	18.11	2	19.92	4	137.318	1.5
142.302	1.357	17	62	LL	2	25.3	2	31.63	6	143.685	1.5
149.011	1.398	18	32	LL	2	11.53	0	17.29	4	150.435	1.5
158.752	1.421	19	76	LL	2	22.92	4	25.21	6	160.202	1.5
170.67	1.405	20	72	LL	2	29.27	4	43.91	6	172.103	1.5
180.568	1.32	21	8	LL	2	14.49	0	21.74	2	181.916	1.5
194.102	1.609	22	22	LL	2	18.4	0	23	4	195.735	1.5
200.002	2.438	23	18	SS	1	5.78	0	5.95	4	202.468	1.5
212.835	1.879	24	65	SS	1	13.22	4	13.35	6	214.752	1.5
224.285	3.319	25	1	SS	1	37.69	0	38.07	2	227.619	1.5
230.469	1.771	26	40	LL	2	12.44	2	18.66	4	232.269	1.5
237.935	2.28	27	2	SS	1	24.28	0	25	2	240.235	1.5
251.759	2.795	28	20	LL	2	30.4	0	33.44	4	254.585	1.49999999999997
258.302	2.724	29	26	SS	1	38.48	0	39.63	4	261.052	1.5
264.919	1.915	30	28	SS	1	6.41	0	7.05	4	266.869	1.5
273.319	1.946	31	31	LL	2	23.44	0	31.64	4	275.285	1.5
279.769	1.869	32	33	SS	1	25.56	2	25.82	4	281.666	1.5
284.619	3.123	33	13	LL	2	16.21	0	18.64	2	287.769	1.5
291.402	1.888	34	17	SS	1	22.32	0	22.55	4	293.319	1.5
295.919	2.353	35	68	LL	2	25.55	4	28.11	6	298.302	1.5
308.602	2.588	36	38	LL	2	32.44	2	40.55	4	311.219	1.5
316.204	2.701	37	34	SS	1	7.42	2	7.64	4	318.92	1.5
323.069	3.004	38	43	LL	2	24.99	2	26.24	4	326.101	1.5
331.219	2.452	39	46	LL	2	30.77	2	38.46	4	333.702	1.5
339.002	2.485	40	6	LL	2	10.5	0	13.13	2	341.519	1.5
346.985	2.615	41	23	SS	1	6.11	0	8.25	4	349.635	1.5
353.769	2.809	42	4	SS	1	13.42	0	14.77	2	356.602	1.5
360.769	2.397	43	74	SS	1	13.42	4	13.82	6	363.202	1.5
368.953	2.731	44	60	SS	1	6.45	2	7.1	6	371.702	1.5
377.152	2.559	45	71	LL	2	10.98	4	14.83	6	379.735	1.5
387.402	2.042	46	48	LL	2	22.77	2	34.16	4	389.469	1.5
400.335	2.123	47	44	LL	2	22.39	2	24.62	4	402.485	1.5
411.969	1.953	48	78	LL	2	18.61	4	23.27	6	413.952	1.5
420.469	2.217	49	70	LL	2	25.9	4	32.37	6	422.702	1.5
433.419	3.487	50	73	LL	2	9.59	4	9.68	6	436.936	1.5
441.036	2.269	51	49	SS	1	23.7	2	23.94	6	443.336	1.5
446.252	4.083	52	67	LL	2	6.26	4	6.57	6	450.369	1.5
453.686	1.836	53	54	LL	2	14.88	2	18.61	6	455.552	1.5
464.969	2.038	54	47	LL	2	20.07	2	27.1	4	467.036	1.5
477.402	2.265	55	53	LL	2	35.19	2	40.46	6	479.686	1.5
484.402	2.416	56	25	SS	1	9.89	0	9.99	4	486.836	1.5
490.886	1.859	57	7	LL	2	19.45	0	26.26	2	492.769	1.5
497.869	3.114	58	52	LL	2	30.66	2	33.73	6	501.019	1.5
505.136	2.188	59	45	LL	2	36.8	2	42.32	4	507.352	1.5
518.719	3.556	60	11	LL	2	24.85	0	26.09	2	522.302	1.5
533.619	3.995	61	42	SS	1	9.5	2	9.79	4	537.636	1.5
543.286	2.107	62	24	LL	2	11.37	0	17.06	4	545.419	1.5
548.252	2.249	63	30	LL	2	25.92	0	32.4	4	550.536	1.5
554.869	3.397	64	75	SS	1	20.18	4	21.19	6	558.302	1.5
564.437	2.726	65	50	SS	1	20.53	2	21.14	6	567.186	1.5
571.269	3.477	66	37	LL	2	17.36	2	19.96	4	574.769	1.5
583.836	2.011	67	64	LL	2	26.95	2	40.42	6	585.869	1.5
594.152	4.246	68	27	LL	2	22.78	0	23.92	4	598.426	1.5
606.752	3.421	69	59	SS	1	11.17	2	11.73	6	610.203	1.5
614.97	2.548	70	41	SS	1	11.65	2	11.77	4	617.536	1.5
620.119	3.195	71	19	LL	2	28.48	0	29.91	4	623.336	1.5
626.369	2.735	72	29	LL	2	32.7	0	37.6	4	629.132	1.5
635.786	3.219	73	57	SS	1	28.25	2	28.53	6	639.036	1.5
642.803	2.521	74	80	LL	2	9.39	4	14.08	6	645.353	1.5
649.669	3.652	75	35	LL	2	20.14	2	21.15	4	653.353	1.5
657.703	3.349	76	66	LL	2	11.96	4	12.32	6	661.071	1.5
666.136	2.863	77	79	LL	2	14.58	4	19.68	6	669.019	1.5
671.619	2.713	78	58	SS	1	12.69	2	13.07	6	674.353	1.5
683.786	1.618	79	55	LL	2	29.45	2	39.75	6	685.436	1.5
696.853	2.82	80	51	LL	2	37.85	2	39.74	6	699.703	1.5
