onset	duration	trial	trial_id	choice	choice_bin	magnitude_sooner	delay_sooner	magnitude_later	delay_later	onset_choice_fb	duration_choice_fb
14.085	2.031	1	45	LL	2	36.8	2	42.32	4	16.151	1.5
27.118	1.844	2	69	LL	2	22.62	4	26.01	6	29.001	1.5
32.251	2.308	3	21	SS	1	19.12	0	21.99	4	34.586	1.5
38.285	1.901	4	3	SS	1	10.51	0	11.04	2	40.201	1.5
44.051	1.792	5	18	SS	1	5.78	0	5.95	4	45.868	1.5
49.451	2.562	6	74	SS	1	13.42	4	13.82	6	52.035	1.5
63.268	1.568	7	9	SS	1	22.32	0	22.54	2	64.868	1.5
69.835	1.474	8	4	SS	1	13.42	0	14.77	2	71.335	1.5
76.101	1.631	9	1	SS	1	37.69	0	38.07	2	77.768	1.5
88.635	2.074	10	78	LL	2	18.61	4	23.27	6	90.735	1.5
95.068	3.103	11	67	LL	2	6.26	4	6.57	6	98.198	1.5
104.768	3.03	12	43	LL	2	24.99	2	26.24	4	107.818	1.5
112.518	3.529	13	60	SS	1	6.45	2	7.1	6	116.068	1.5
121.418	1.933	14	10	SS	1	21.66	0	22.31	2	123.385	1.5
126.351	2.375	15	73	LL	2	9.59	4	9.68	6	128.751	1.5
131.501	2.049	16	80	LL	2	9.39	4	14.08	6	133.569	1.5
144.668	2.24	17	51	LL	2	37.85	2	39.74	6	146.935	1.5
157.635	3.041	18	13	LL	2	16.21	0	18.64	2	160.701	1.5
169.668	1.85	19	32	LL	2	11.53	0	17.29	4	171.551	1.5
174.422	1.804	20	53	LL	2	35.19	2	40.46	6	176.251	1.5
180.268	2.49	21	41	SS	1	11.65	2	11.77	4	182.785	1.5
186.918	1.531	22	14	LL	2	27.84	0	34.8	2	188.468	1.5
192.535	2.407	23	58	SS	1	12.69	2	13.07	6	194.968	1.5
203.051	1.849	24	37	LL	2	17.36	2	19.96	4	204.918	1.5
208.768	1.98	25	52	LL	2	30.66	2	33.73	6	210.768	1.5
215.725	1.76	26	46	LL	2	30.77	2	38.46	4	217.518	1.5
222.535	2.766	27	36	LL	2	18.11	2	19.92	4	225.335	1.5
230.42	1.373	28	64	LL	2	26.95	2	40.42	6	231.82	1.5
235.902	1.466	29	55	LL	2	29.45	2	39.75	6	237.385	1.5
241.418	1.735	30	2	SS	1	24.28	0	25	2	243.168	1.5
247.801	1.615	31	72	LL	2	29.27	4	43.91	6	249.435	1.5
258.551	2.865	32	66	SS	1	11.96	4	12.32	6	261.443	1.5
269.051	1.44	33	16	LL	2	19.29	0	28.94	2	270.518	1.5
274.251	1.522	34	59	SS	1	11.17	2	11.73	6	275.801	1.5
281.236	2.309	35	34	SS	1	7.42	2	7.64	4	283.569	1.5
289.101	1.442	36	70	LL	2	25.9	4	32.37	6	290.568	1.5
293.701	1.76	37	79	LL	2	14.58	4	19.68	6	295.485	1.5
306.851	1.432	38	48	LL	2	22.77	2	34.16	4	308.31	1.5
316.535	2.012	39	6	SS	1	10.5	0	13.13	2	318.585	1.5
323.618	2.108	40	5	SS	1	32.79	0	37.71	2	325.751	1.5
329.851	1.937	41	39	LL	2	14.56	2	19.66	4	331.802	1.5
340.018	2.019	42	50	SS	1	20.53	2	21.14	6	342.051	1.5
348.318	2.039	43	7	LL	2	19.45	0	26.26	2	350.385	1.5
355.385	1.674	44	26	SS	1	38.48	0	39.63	4	357.085	1.5
361.918	1.942	45	62	LL	2	25.3	2	31.63	6	363.885	1.5
366.901	1.926	46	38	LL	2	32.44	2	40.55	4	368.852	1.5
375.001	2.324	47	49	SS	1	23.7	2	23.94	6	377.351	1.5
380.519	3.282	48	54	LL	2	14.88	2	18.61	6	383.818	1.5
387.518	2.268	49	8	LL	2	14.49	0	21.74	2	389.801	1.5
393.901	2.21	50	40	LL	2	12.44	2	18.66	4	396.135	1.5
405.485	2.145	51	24	LL	2	11.37	0	17.06	4	407.652	1.5
411.335	2.44	52	65	SS	1	13.22	4	13.35	6	413.802	1.5
425.902	1.925	53	47	LL	2	20.07	2	27.1	4	427.853	1.5
431.052	2.572	54	15	LL	2	16.47	0	22.24	2	433.651	1.5
440.352	2.343	55	33	SS	1	25.56	2	25.82	4	442.718	1.5
448.685	1.631	56	56	LL	2	26.96	2	40.44	6	450.335	1.5
453.302	2.754	57	22	LL	2	18.4	0	23	4	456.085	1.5
461.402	2.562	58	27	SS	1	22.78	0	23.92	4	463.991	1.5
473.468	2.118	59	30	LL	2	25.92	0	32.4	4	475.604	1.5
480.969	3.561	60	75	SS	1	20.18	4	21.19	6	484.552	1.5
488.816	3.753	61	12	SS	1	21.96	0	24.16	2	492.585	1.5
496.652	1.945	62	19	SS	1	28.48	0	29.91	4	498.618	1.5
504.852	2.853	63	68	LL	2	25.55	4	28.11	6	507.735	1.5
512.168	2.428	64	57	SS	1	28.25	2	28.53	6	514.624	1.5
520.552	2.029	65	11	SS	1	24.85	0	26.09	2	522.618	1.5
527.018	1.855	66	17	SS	1	22.32	0	22.55	4	528.886	1.5
535.035	2.308	67	63	LL	2	25.61	2	34.57	6	537.368	1.5
543.385	2.039	68	42	SS	1	9.5	2	9.79	4	545.452	1.5
548.718	2.968	69	61	SS	1	18.24	2	20.97	6	551.718	1.5
557.652	2.66	70	28	SS	1	6.41	0	7.05	4	560.335	1.5
564.135	2.218	71	31	LL	2	23.44	0	31.64	4	566.385	1.5
571.518	2.088	72	77	LL	2	25.13	4	28.9	6	573.635	1.5
577.119	3.434	73	29	LL	2	32.7	0	37.6	4	580.568	1.5
589.385	3.166	74	44	LL	2	22.39	2	24.62	4	592.568	1.5
597.852	2.498	75	20	SS	1	30.4	0	33.44	4	600.378	1.5
608.752	2.076	76	71	LL	2	10.98	4	14.83	6	610.852	1.5
617.368	1.82	77	25	SS	1	9.89	0	9.99	4	619.218	1.5
623.552	2.505	78	23	SS	1	6.11	0	8.25	4	626.085	1.5
631.502	3.872	79	35	LL	2	20.14	2	21.15	4	635.402	1.5
640.268	1.893	80	76	LL	2	22.92	4	25.21	6	642.185	1.5
