onset	duration	trial	trial_id	choice	choice_bin	magnitude_sooner	delay_sooner	magnitude_later	delay_later	onset_choice_fb	duration_choice_fb
14.624	2.025	1	32	LL	2	11.53	0	17.29	4	16.674	1.5
21.641	1.627	2	24	LL	2	11.37	0	17.06	4	23.307	1.5
29.925	1.434	3	30	LL	2	25.92	0	32.4	4	31.374	1.5
34.307	2.106	4	10	LL	2	21.66	0	22.31	2	36.441	1.5
41.924	2.233	5	60	SS	1	6.45	2	7.1	6	44.174	1.5
52.124	2.368	6	36	LL	2	18.11	2	19.92	4	54.524	1.5
59.541	1.424	7	20	LL	2	30.4	0	33.44	4	60.991	1.5
66.158	1.615	8	59	SS	1	11.17	2	11.73	6	67.808	1.5
77.509	1.385	9	31	LL	2	23.44	0	31.64	4	78.908	1.5
81.974	1.764	10	4	LL	2	13.42	0	14.77	2	83.758	1.5
89.074	1.766	11	53	LL	2	35.19	2	40.46	6	90.858	1.5
95.574	2.411	12	27	LL	2	22.78	0	23.92	4	98.008	1.5
110.374	2.076	13	49	SS	1	23.7	2	23.94	6	112.474	1.5
116.624	2.773	14	3	SS	1	10.51	0	11.04	2	119.424	1.5
125.01	1.624	15	28	SS	1	6.41	0	7.05	4	126.659	1.49999999999999
131.441	1.587	16	16	LL	2	19.29	0	28.94	2	133.041	1.5
142.524	1.701	17	6	LL	2	10.5	0	13.13	2	144.253	1.5
149.784	1.185	18	76	LL	2	22.92	4	25.21	6	150.991	1.5
158.391	1.347	19	47	LL	2	20.07	2	27.1	4	159.774	1.5
168.191	1.854	20	23	LL	2	6.11	0	8.25	4	170.074	1.5
174.226	1.379	21	34	SS	1	7.42	2	7.64	4	175.626	1.5
180.324	1.945	22	78	LL	2	18.61	4	23.27	6	182.291	1.5
185.924	2.943	23	26	SS	1	38.48	0	39.63	4	188.891	1.5
192.841	2.147	24	50	SS	1	20.53	2	21.14	6	195.008	1.5
197.974	2.449	25	71	LL	2	10.98	4	14.83	6	200.451	1.5
206.158	2.801	26	2	SS	1	24.28	0	25	2	208.991	1.5
214.808	1.832	27	8	LL	2	14.49	0	21.74	2	216.674	1.5
226.342	1.641	28	41	SS	1	11.65	2	11.77	4	228.008	1.5
231.923	1.756	29	80	LL	2	9.39	4	14.08	6	233.708	1.5
238.808	2.306	30	73	SS	1	9.59	4	9.68	6	241.141	1.5
247.691	2.164	31	19	SS	1	28.48	0	29.91	4	249.875	1.5
258.441	1.52	32	5	LL	2	32.79	0	37.71	2	259.991	1.5
262.68	1.786	33	44	LL	2	22.39	2	24.62	4	264.491	1.5
268.641	1.851	34	63	LL	2	25.61	2	34.57	6	270.525	1.5
274.442	1.693	35	42	SS	1	9.5	2	9.79	4	276.158	1.5
278.941	1.272	36	7	LL	2	19.45	0	26.26	2	280.241	1.5
292.025	2.56	37	67	SS	1	6.26	4	6.57	6	294.608	1.5
301.175	1.768	38	43	LL	2	24.99	2	26.24	4	302.975	1.5
306.858	2.175	39	1	LL	2	37.69	0	38.07	2	309.058	1.5
317.175	2.013	40	25	SS	1	9.89	0	9.99	4	319.225	1.5
328.208	2.395	41	35	SS	1	20.14	2	21.15	4	330.625	1.5
339.825	2.273	42	13	LL	2	16.21	0	18.64	2	342.125	1.5
346.458	2.663	43	11	SS	1	24.85	0	26.09	2	349.141	1.5
354.115	2.782	44	75	SS	1	20.18	4	21.19	6	356.925	1.5
360.008	2.569	45	66	SS	1	11.96	4	12.32	6	362.608	1.5
367.475	1.742	46	40	LL	2	12.44	2	18.66	4	369.244	1.5
372.276	2.016	47	61	LL	2	18.24	2	20.97	6	374.309	1.5
380.875	2.157	48	74	SS	1	13.42	4	13.82	6	383.058	1.5
395.025	1.709	49	33	SS	1	25.56	2	25.82	4	396.758	1.5
401.058	1.942	50	72	LL	2	29.27	4	43.91	6	403.025	1.5
407.208	1.581	51	22	LL	2	18.4	0	23	4	408.825	1.5
412.425	1.739	52	55	LL	2	29.45	2	39.75	6	414.191	1.5
419.377	1.866	53	12	LL	2	21.96	0	24.16	2	421.26	1.5
424.708	1.529	54	14	LL	2	27.84	0	34.8	2	426.258	1.5
431.175	1.455	55	39	LL	2	14.56	2	19.66	4	432.658	1.5
438.442	1.993	56	37	LL	2	17.36	2	19.96	4	440.458	1.5
444.875	1.5	57	56	LL	2	26.96	2	40.44	6	446.408	1.5
452.558	1.454	58	54	LL	2	14.88	2	18.61	6	454.042	1.5
458.108	1.535	59	29	LL	2	32.7	0	37.6	4	459.675	1.5
471.776	1.699	60	48	LL	2	22.77	2	34.16	4	473.492	1.5
478.792	1.669	61	46	LL	2	30.77	2	38.46	4	480.475	1.5
