onset	duration	balloon_number	balloon_idx	response	pumps	pumps_demean_all	pumps_demean_type	balloon_type	balloon_outcome	balloon_maxpumps	balloon_colour	balloon_payoff_cumulative	balloon_payoff_total	onset_explosion	duration_explosion
4.053	1.079	1	1	pump	6	-6.92592592592593	-6	linear	explosion	6	blue	0.1	0	NA	NA
7.069	0.343	1	2	pump	6	-5.92592592592593	-5	linear	explosion	6	blue	0.2	0	NA	NA
8.612	0.464	1	3	pump	6	-4.92592592592593	-4	linear	explosion	6	blue	0.3	0	NA	NA
10.886	0.416	1	4	pump	6	-3.92592592592593	-3	linear	explosion	6	blue	0.4	0	NA	NA
13.269	0.41	1	5	pump	6	-2.92592592592593	-2	linear	explosion	6	blue	0.5	0	NA	NA
14.903	0.932	1	6	pump	6	NA	NA	linear	explosion	6	blue	0.6	0	16.936	2
21.069	0.432	2	1	pump	1	-6.92592592592593	-8.11111111111111	control	control	1	grey	0	0	NA	NA
25.386	0.372	3	1	pump	7	-6.92592592592593	-6.66666666666667	exponential	explosion	7	red	0.01	0	NA	NA
27.386	0.312	3	2	pump	7	-5.92592592592593	-5.66666666666667	exponential	explosion	7	red	0.0428709385014517	0	NA	NA
28.869	0.362	3	3	pump	7	-4.92592592592593	-4.66666666666667	exponential	explosion	7	red	0.100451085663051	0	NA	NA
30.438	0.41	3	4	pump	7	-3.92592592592593	-3.66666666666667	exponential	explosion	7	red	0.183791736799526	0	NA	NA
31.919	0.419	3	5	pump	7	-2.92592592592593	-2.66666666666667	exponential	explosion	7	red	0.293654735772005	0	NA	NA
33.437	0.395	3	6	pump	7	-1.92592592592593	-1.66666666666667	exponential	explosion	7	red	0.430643231586474	0	NA	NA
35.636	0.877	3	7	pump	7	NA	NA	exponential	explosion	7	red	0.595258881579143	0	38.519	2
43.336	0.958	4	1	pump	7	-6.92592592592593	-8.11111111111111	control	control	7	grey	0	0	NA	NA
46.003	0.257	4	2	pump	7	-5.92592592592593	-7.11111111111111	control	control	7	grey	0	0	NA	NA
48.253	0.096	4	3	pump	7	-4.92592592592593	-6.11111111111111	control	control	7	grey	0	0	NA	NA
49.953	0.249	4	4	pump	7	-3.92592592592593	-5.11111111111111	control	control	7	grey	0	0	NA	NA
51.336	0.373	4	5	pump	7	-2.92592592592593	-4.11111111111111	control	control	7	grey	0	0	NA	NA
53.253	0.287	4	6	pump	7	-1.92592592592593	-3.11111111111111	control	control	7	grey	0	0	NA	NA
55.336	0.292	4	7	pump	7	-0.925925925925926	-2.11111111111111	control	control	7	grey	0	0	NA	NA
