onset	duration	balloon_number	balloon_idx	response	pumps	pumps_demean_all	pumps_demean_type	balloon_type	balloon_outcome	balloon_maxpumps	balloon_colour	balloon_payoff_cumulative	balloon_payoff_total	onset_explosion	duration_explosion
4.063	1.411	1	1	pump	3	-5.74193548387097	-8	control	control	3	grey	0	0	NA	NA
6.729	0.295	1	2	pump	3	-4.74193548387097	-7	control	control	3	grey	0	0	NA	NA
8.59	0.261	1	3	pump	3	-3.74193548387097	-6	control	control	3	grey	0	0	NA	NA
16.229	0.639	2	1	pump	1	NA	NA	exponential	explosion	1	red	0.01	0	18.929	2
22.313	0.752	3	1	pump	10	-5.74193548387097	-5.2	linear	cashout	16	blue	0.1	1	NA	NA
24.984	0.384	3	2	pump	10	-4.74193548387097	-4.2	linear	cashout	16	blue	0.2	1	NA	NA
27.296	0.289	3	3	pump	10	-3.74193548387097	-3.2	linear	cashout	16	blue	0.3	1	NA	NA
28.663	0.35	3	4	pump	10	-2.74193548387097	-2.2	linear	cashout	16	blue	0.4	1	NA	NA
31.013	0.359	3	5	pump	10	-1.74193548387097	-1.2	linear	cashout	16	blue	0.5	1	NA	NA
32.646	0.291	3	6	pump	10	-0.741935483870968	-0.2	linear	cashout	16	blue	0.6	1	NA	NA
34.681	0.35	3	7	pump	10	0.258064516129032	0.8	linear	cashout	16	blue	0.7	1	NA	NA
36.213	0.292	3	8	pump	10	1.25806451612903	1.8	linear	cashout	16	blue	0.8	1	NA	NA
37.746	0.329	3	9	pump	10	2.25806451612903	2.8	linear	cashout	16	blue	0.9	1	NA	NA
39.563	0.317	3	10	pump	10	3.25806451612903	3.8	linear	cashout	16	blue	1	1	NA	NA
41.396	0.609	3	11	cashout	10	NA	NA	linear	cashout	16	blue	1.1	1	NA	NA
50.879	0.54	4	1	pump	1	NA	NA	exponential	explosion	1	red	0.01	0	53.113	2
58.789	0.507	5	1	pump	6	-5.74193548387097	-5.2	linear	explosion	6	blue	0.1	0	NA	NA
61.229	0.385	5	2	pump	6	-4.74193548387097	-4.2	linear	explosion	6	blue	0.2	0	NA	NA
63.129	0.296	5	3	pump	6	-3.74193548387097	-3.2	linear	explosion	6	blue	0.3	0	NA	NA
64.546	0.328	5	4	pump	6	-2.74193548387097	-2.2	linear	explosion	6	blue	0.4	0	NA	NA
66.013	0.349	5	5	pump	6	-1.74193548387097	-1.2	linear	explosion	6	blue	0.5	0	NA	NA
67.646	0.336	5	6	pump	6	NA	NA	linear	explosion	6	blue	0.6	0	69.513	2
73.879	0.763	6	1	pump	5	-5.74193548387097	-8	control	control	5	grey	0	0	NA	NA
75.829	0.281	6	2	pump	5	-4.74193548387097	-7	control	control	5	grey	0	0	NA	NA
77.396	0.345	6	3	pump	5	-3.74193548387097	-6	control	control	5	grey	0	0	NA	NA
79.413	0.71	6	4	pump	5	-2.74193548387097	-5	control	control	5	grey	0	0	NA	NA
81.579	0.373	6	5	pump	5	-1.74193548387097	-4	control	control	5	grey	0	0	NA	NA
88.363	0.778	7	1	pump	16	-5.74193548387097	-8	control	control	16	grey	0	0	NA	NA
90.646	0.795	7	2	pump	16	-4.74193548387097	-7	control	control	16	grey	0	0	NA	NA
92.529	0.333	7	3	pump	16	-3.74193548387097	-6	control	control	16	grey	0	0	NA	NA
94.413	0.383	7	4	pump	16	-2.74193548387097	-5	control	control	16	grey	0	0	NA	NA
96.779	0.388	7	5	pump	16	-1.74193548387097	-4	control	control	16	grey	0	0	NA	NA
98.296	0.418	7	6	pump	16	-0.741935483870968	-3	control	control	16	grey	0	0	NA	NA
100.242	0.512	7	7	pump	16	0.258064516129032	-2	control	control	16	grey	0	0	NA	NA
102.563	0.926	7	8	pump	16	1.25806451612903	-1	control	control	16	grey	0	0	NA	NA
104.846	0.44	7	9	pump	16	2.25806451612903	0	control	control	16	grey	0	0	NA	NA
107.346	0.653	7	10	pump	16	3.25806451612903	1	control	control	16	grey	0	0	NA	NA
109.98	0.357	7	11	pump	16	4.25806451612903	2	control	control	16	grey	0	0	NA	NA
112.28	0.519	7	12	pump	16	5.25806451612903	3	control	control	16	grey	0	0	NA	NA
114.846	0.496	7	13	pump	16	6.25806451612903	4	control	control	16	grey	0	0	NA	NA
116.43	0.458	7	14	pump	16	7.25806451612903	5	control	control	16	grey	0	0	NA	NA
118.296	0.869	7	15	pump	16	8.25806451612903	6	control	control	16	grey	0	0	NA	NA
120.43	0.552	7	16	pump	16	9.25806451612903	7	control	control	16	grey	0	0	NA	NA
131.831	0.573	8	1	pump	5	-5.74193548387097	-5.2	linear	explosion	5	blue	0.1	0	NA	NA
133.796	0.255	8	2	pump	5	-4.74193548387097	-4.2	linear	explosion	5	blue	0.2	0	NA	NA
136.063	0.279	8	3	pump	5	-3.74193548387097	-3.2	linear	explosion	5	blue	0.3	0	NA	NA
137.563	0.269	8	4	pump	5	-2.74193548387097	-2.2	linear	explosion	5	blue	0.4	0	NA	NA
139.246	0.356	8	5	pump	5	NA	NA	linear	explosion	5	blue	0.5	0	140.763	2
151.896	0.536	9	1	pump	8	-5.74193548387097	-3.8	exponential	explosion	8	red	0.01	0	NA	NA
153.83	0.27	9	2	pump	8	-4.74193548387097	-2.8	exponential	explosion	8	red	0.0428709385014517	0	NA	NA
156.146	0.322	9	3	pump	8	-3.74193548387097	-1.8	exponential	explosion	8	red	0.100451085663051	0	NA	NA
157.946	0.246	9	4	pump	8	-2.74193548387097	-0.8	exponential	explosion	8	red	0.183791736799526	0	NA	NA
159.98	0.276	9	5	pump	8	-1.74193548387097	0.2	exponential	explosion	8	red	0.293654735772005	0	NA	NA
161.413	3.063	9	6	pump	8	-0.741935483870968	1.2	exponential	explosion	8	red	0.430643231586474	0	NA	NA
166.28	0.416	9	7	pump	8	0.258064516129032	2.2	exponential	explosion	8	red	0.595258881579143	0	NA	NA
168.096	0.302	9	8	pump	8	NA	NA	exponential	explosion	8	red	0.787932424540747	0	169.846	2
175.013	0.758	10	1	pump	10	-5.74193548387097	-3.8	exponential	explosion	10	red	0.01	0	NA	NA
177.446	0.305	10	2	pump	10	-4.74193548387097	-2.8	exponential	explosion	10	red	0.0428709385014517	0	NA	NA
179.43	0.297	10	3	pump	10	-3.74193548387097	-1.8	exponential	explosion	10	red	0.100451085663051	0	NA	NA
181.196	0.298	10	4	pump	10	-2.74193548387097	-0.8	exponential	explosion	10	red	0.183791736799526	0	NA	NA
182.897	0.282	10	5	pump	10	-1.74193548387097	0.2	exponential	explosion	10	red	0.293654735772005	0	NA	NA
184.713	0.247	10	6	pump	10	-0.741935483870968	1.2	exponential	explosion	10	red	0.430643231586474	0	NA	NA
186.713	0.263	10	7	pump	10	0.258064516129032	2.2	exponential	explosion	10	red	0.595258881579143	0	NA	NA
188.296	0.255	10	8	pump	10	1.25806451612903	3.2	exponential	explosion	10	red	0.787932424540747	0	NA	NA
189.63	0.264	10	9	pump	10	2.25806451612903	4.2	exponential	explosion	10	red	1.00904206108857	0	NA	NA
191.93	0.326	10	10	pump	10	NA	NA	exponential	explosion	10	red	1.25892541179417	0	193.33	2
198.663	0.501	11	1	pump	8	-5.74193548387097	-8	control	control	8	grey	0	0	NA	NA
200.813	0.321	11	2	pump	8	-4.74193548387097	-7	control	control	8	grey	0	0	NA	NA
202.98	0.294	11	3	pump	8	-3.74193548387097	-6	control	control	8	grey	0	0	NA	NA
204.946	0.563	11	4	pump	8	-2.74193548387097	-5	control	control	8	grey	0	0	NA	NA
207.213	0.261	11	5	pump	8	-1.74193548387097	-4	control	control	8	grey	0	0	NA	NA
209.463	0.28	11	6	pump	8	-0.741935483870968	-3	control	control	8	grey	0	0	NA	NA
210.83	0.735	11	7	pump	8	0.258064516129032	-2	control	control	8	grey	0	0	NA	NA
212.846	0.269	11	8	pump	8	1.25806451612903	-1	control	control	8	grey	0	0	NA	NA
221.163	0.384	12	1	pump	5	-5.74193548387097	-5.2	linear	cashout	7	blue	0.1	0.5	NA	NA
222.83	0.229	12	2	pump	5	-4.74193548387097	-4.2	linear	cashout	7	blue	0.2	0.5	NA	NA
224.463	1.516	12	3	pump	5	-3.74193548387097	-3.2	linear	cashout	7	blue	0.3	0.5	NA	NA
227.53	0.26	12	4	pump	5	-2.74193548387097	-2.2	linear	cashout	7	blue	0.4	0.5	NA	NA
229.18	0.395	12	5	pump	5	-1.74193548387097	-1.2	linear	cashout	7	blue	0.5	0.5	NA	NA
231.331	0.322	12	6	cashout	5	NA	NA	linear	cashout	7	blue	0.6	0.5	NA	NA
242.813	0.571	13	1	pump	5	-5.74193548387097	-3.8	exponential	explosion	5	red	0.01	0	NA	NA
