onset	duration	balloon_number	balloon_idx	response	pumps	pumps_demean_all	pumps_demean_type	balloon_type	balloon_outcome	balloon_maxpumps	balloon_colour	balloon_payoff_cumulative	balloon_payoff_total	onset_explosion	duration_explosion
4.056	0.797	1	1	pump	1	NA	NA	linear	explosion	1	blue	0.1	0	6.806	2
11.323	0.295	2	1	pump	12	-5.27272727272727	-4.27272727272727	exponential	explosion	12	red	0.01	0	NA	NA
13.59	0.292	2	2	pump	12	-4.27272727272727	-3.27272727272727	exponential	explosion	12	red	0.0428709385014517	0	NA	NA
15.14	0.295	2	3	pump	12	-3.27272727272727	-2.27272727272727	exponential	explosion	12	red	0.100451085663051	0	NA	NA
17.356	0.314	2	4	pump	12	-2.27272727272727	-1.27272727272727	exponential	explosion	12	red	0.183791736799526	0	NA	NA
18.906	0.335	2	5	pump	12	-1.27272727272727	-0.272727272727272	exponential	explosion	12	red	0.293654735772005	0	NA	NA
20.523	0.294	2	6	pump	12	-0.272727272727272	0.727272727272728	exponential	explosion	12	red	0.430643231586474	0	NA	NA
22.556	0.339	2	7	pump	12	0.727272727272728	1.72727272727273	exponential	explosion	12	red	0.595258881579143	0	NA	NA
24.84	0.272	2	8	pump	12	1.72727272727273	2.72727272727273	exponential	explosion	12	red	0.787932424540747	0	NA	NA
26.373	0.324	2	9	pump	12	2.72727272727273	3.72727272727273	exponential	explosion	12	red	1.00904206108857	0	NA	NA
27.94	0.334	2	10	pump	12	3.72727272727273	4.72727272727273	exponential	explosion	12	red	1.25892541179417	0	NA	NA
30.24	0.358	2	11	pump	12	4.72727272727273	5.72727272727273	exponential	explosion	12	red	1.53788775440427	0	NA	NA
32.056	0.315	2	12	pump	12	NA	NA	exponential	explosion	12	red	1.84620794974101	0	34.225	2
39.723	0.621	3	1	pump	2	-5.27272727272727	-8.63636363636364	control	control	2	grey	0	0	NA	NA
41.456	0.349	3	2	pump	2	-4.27272727272727	-7.63636363636364	control	control	2	grey	0	0	NA	NA
53.623	0.623	4	1	pump	4	-5.27272727272727	-2.90909090909091	linear	explosion	4	blue	0.1	0	NA	NA
55.69	0.267	4	2	pump	4	-4.27272727272727	-1.90909090909091	linear	explosion	4	blue	0.2	0	NA	NA
57.44	0.257	4	3	pump	4	-3.27272727272727	-0.909090909090909	linear	explosion	4	blue	0.3	0	NA	NA
59.573	0.416	4	4	pump	4	NA	NA	linear	explosion	4	blue	0.4	0	61.357	2
70.273	0.669	5	1	pump	12	-5.27272727272727	-8.63636363636364	control	control	12	grey	0	0	NA	NA
72.173	0.53	5	2	pump	12	-4.27272727272727	-7.63636363636364	control	control	12	grey	0	0	NA	NA
74.623	0.37	5	3	pump	12	-3.27272727272727	-6.63636363636364	control	control	12	grey	0	0	NA	NA
77.023	0.295	5	4	pump	12	-2.27272727272727	-5.63636363636364	control	control	12	grey	0	0	NA	NA
78.49	0.393	5	5	pump	12	-1.27272727272727	-4.63636363636364	control	control	12	grey	0	0	NA	NA
80.007	0.293	5	6	pump	12	-0.272727272727272	-3.63636363636364	control	control	12	grey	0	0	NA	NA
82.323	0.245	5	7	pump	12	0.727272727272728	-2.63636363636364	control	control	12	grey	0	0	NA	NA
84.041	0.287	5	8	pump	12	1.72727272727273	-1.63636363636364	control	control	12	grey	0	0	NA	NA
86.107	0.258	5	9	pump	12	2.72727272727273	-0.636363636363637	control	control	12	grey	0	0	NA	NA
88.023	0.32	5	10	pump	12	3.72727272727273	0.363636363636363	control	control	12	grey	0	0	NA	NA
90.257	0.332	5	11	pump	12	4.72727272727273	1.36363636363636	control	control	12	grey	0	0	NA	NA
91.657	0.473	5	12	pump	12	5.72727272727273	2.36363636363636	control	control	12	grey	0	0	NA	NA
96.857	0.38	6	1	pump	7	-5.27272727272727	-4.27272727272727	exponential	cashout	12	red	0.01	0.6	NA	NA
98.807	0.276	6	2	pump	7	-4.27272727272727	-3.27272727272727	exponential	cashout	12	red	0.0428709385014517	0.6	NA	NA
100.457	0.281	6	3	pump	7	-3.27272727272727	-2.27272727272727	exponential	cashout	12	red	0.100451085663051	0.6	NA	NA
102.657	0.26	6	4	pump	7	-2.27272727272727	-1.27272727272727	exponential	cashout	12	red	0.183791736799526	0.6	NA	NA
104.64	0.265	6	5	pump	7	-1.27272727272727	-0.272727272727272	exponential	cashout	12	red	0.293654735772005	0.6	NA	NA
106.59	0.257	6	6	pump	7	-0.272727272727272	0.727272727272728	exponential	cashout	12	red	0.430643231586474	0.6	NA	NA
108.673	0.276	6	7	pump	7	0.727272727272728	1.72727272727273	exponential	cashout	12	red	0.595258881579143	0.6	NA	NA
110.44	0.371	6	8	cashout	7	NA	NA	exponential	cashout	12	red	0.787932424540747	0.6	NA	NA
120.44	0.397	7	1	pump	14	-5.27272727272727	-8.63636363636364	control	control	14	grey	0	0	NA	NA
122.557	0.264	7	2	pump	14	-4.27272727272727	-7.63636363636364	control	control	14	grey	0	0	NA	NA
124.69	0.267	7	3	pump	14	-3.27272727272727	-6.63636363636364	control	control	14	grey	0	0	NA	NA
126.29	0.38	7	4	pump	14	-2.27272727272727	-5.63636363636364	control	control	14	grey	0	0	NA	NA
127.79	0.356	7	5	pump	14	-1.27272727272727	-4.63636363636364	control	control	14	grey	0	0	NA	NA
130.107	0.28	7	6	pump	14	-0.272727272727272	-3.63636363636364	control	control	14	grey	0	0	NA	NA
132.308	0.314	7	7	pump	14	0.727272727272728	-2.63636363636364	control	control	14	grey	0	0	NA	NA
134.657	0.287	7	8	pump	14	1.72727272727273	-1.63636363636364	control	control	14	grey	0	0	NA	NA
