onset	duration	balloon_number	balloon_idx	response	pumps	pumps_demean_all	pumps_demean_type	balloon_type	balloon_outcome	balloon_maxpumps	balloon_colour	balloon_payoff_cumulative	balloon_payoff_total	onset_explosion	duration_explosion
4.061	0.967	1	1	pump	4	-4.3030303030303	-2.54545454545455	exponential	cashout	12	red	0.01	0.18	NA	NA
6.11	0.703	1	2	pump	4	-3.3030303030303	-1.54545454545455	exponential	cashout	12	red	0.0428709385014517	0.18	NA	NA
8.826	0.463	1	3	pump	4	-2.3030303030303	-0.545454545454545	exponential	cashout	12	red	0.100451085663051	0.18	NA	NA
10.675	0.423	1	4	pump	4	-1.3030303030303	0.454545454545455	exponential	cashout	12	red	0.183791736799526	0.18	NA	NA
12.758	0.435	1	5	cashout	4	NA	NA	exponential	cashout	12	red	0.293654735772005	0.18	NA	NA
19.922	0.696	2	1	pump	1	-4.3030303030303	-7.36363636363636	control	control	1	grey	0	0	NA	NA
29.719	0.843	3	1	pump	2	-4.3030303030303	-3	linear	explosion	2	blue	0.1	0	NA	NA
31.918	0.577	3	2	pump	2	NA	NA	linear	explosion	2	blue	0.2	0	34.434	2
47.046	0.614	4	1	pump	3	-4.3030303030303	-2.54545454545455	exponential	cashout	15	red	0.01	0.1	NA	NA
49.512	0.353	4	2	pump	3	-3.3030303030303	-1.54545454545455	exponential	cashout	15	red	0.0428709385014517	0.1	NA	NA
51.028	0.426	4	3	pump	3	-2.3030303030303	-0.545454545454545	exponential	cashout	15	red	0.100451085663051	0.1	NA	NA
53.394	0.586	4	4	cashout	3	NA	NA	exponential	cashout	15	red	0.183791736799526	0.1	NA	NA
66.84	0.544	5	1	pump	12	-4.3030303030303	-7.36363636363636	control	control	12	grey	0	0	NA	NA
69.089	28.236	5	2	pump	12	-3.3030303030303	-6.36363636363636	control	control	12	grey	0	0	NA	NA
99.379	0.6	5	3	pump	12	-2.3030303030303	-5.36363636363636	control	control	12	grey	0	0	NA	NA
101.961	0.349	5	4	pump	12	-1.3030303030303	-4.36363636363636	control	control	12	grey	0	0	NA	NA
104.127	0.315	5	5	pump	12	-0.303030303030303	-3.36363636363636	control	control	12	grey	0	0	NA	NA
105.893	0.335	5	6	pump	12	0.696969696969697	-2.36363636363636	control	control	12	grey	0	0	NA	NA
107.742	0.402	5	7	pump	12	1.6969696969697	-1.36363636363636	control	control	12	grey	0	0	NA	NA
110.175	0.568	5	8	pump	12	2.6969696969697	-0.363636363636363	control	control	12	grey	0	0	NA	NA
112.641	0.322	5	9	pump	12	3.6969696969697	0.636363636363637	control	control	12	grey	0	0	NA	NA
114.49	0.349	5	10	pump	12	4.6969696969697	1.63636363636364	control	control	12	grey	0	0	NA	NA
116.723	0.406	5	11	pump	12	5.6969696969697	2.63636363636364	control	control	12	grey	0	0	NA	NA
118.839	1.233	5	12	pump	12	6.6969696969697	3.63636363636364	control	control	12	grey	0	0	NA	NA
124.937	0.991	6	1	pump	4	-4.3030303030303	-3	linear	cashout	12	blue	0.1	0.4	NA	NA
127.502	0.336	6	2	pump	4	-3.3030303030303	-2	linear	cashout	12	blue	0.2	0.4	NA	NA
129.785	0.357	6	3	pump	4	-2.3030303030303	-1	linear	cashout	12	blue	0.3	0.4	NA	NA
132.201	0.476	6	4	pump	4	-1.3030303030303	0	linear	cashout	12	blue	0.4	0.4	NA	NA
133.95	0.668	6	5	cashout	4	NA	NA	linear	cashout	12	blue	0.5	0.4	NA	NA
140.398	5.039	7	1	pump	9	-4.3030303030303	-7.36363636363636	control	control	9	grey	0	0	NA	NA
147.062	0.303	7	2	pump	9	-3.3030303030303	-6.36363636363636	control	control	9	grey	0	0	NA	NA
149.178	0.283	7	3	pump	9	-2.3030303030303	-5.36363636363636	control	control	9	grey	0	0	NA	NA
151.128	0.313	7	4	pump	9	-1.3030303030303	-4.36363636363636	control	control	9	grey	0	0	NA	NA
