onset	duration	balloon_number	balloon_idx	response	pumps	pumps_demean_all	pumps_demean_type	balloon_type	balloon_outcome	balloon_maxpumps	balloon_colour	balloon_payoff_cumulative	balloon_payoff_total	onset_explosion	duration_explosion
4.049	1.22	1	1	pump	7	-6.43478260869565	-7.57142857142857	control	control	7	grey	0	0	NA	NA
6.365	0.865	1	2	pump	7	-5.43478260869565	-6.57142857142857	control	control	7	grey	0	0	NA	NA
8.681	0.821	1	3	pump	7	-4.43478260869565	-5.57142857142857	control	control	7	grey	0	0	NA	NA
11.18	1.124	1	4	pump	7	-3.43478260869565	-4.57142857142857	control	control	7	grey	0	0	NA	NA
14.262	0.772	1	5	pump	7	-2.43478260869565	-3.57142857142857	control	control	7	grey	0	0	NA	NA
16.178	0.908	1	6	pump	7	-1.43478260869565	-2.57142857142857	control	control	7	grey	0	0	NA	NA
18.511	0.955	1	7	pump	7	-0.434782608695652	-1.57142857142857	control	control	7	grey	0	0	NA	NA
25.558	1.061	2	1	pump	7	-6.43478260869565	-6.125	linear	cashout	14	blue	0.1	0.7	NA	NA
27.774	0.813	2	2	pump	7	-5.43478260869565	-5.125	linear	cashout	14	blue	0.2	0.7	NA	NA
30.273	0.999	2	3	pump	7	-4.43478260869565	-4.125	linear	cashout	14	blue	0.3	0.7	NA	NA
33.239	1.007	2	4	pump	7	-3.43478260869565	-3.125	linear	cashout	14	blue	0.4	0.7	NA	NA
36.072	0.952	2	5	pump	7	-2.43478260869565	-2.125	linear	cashout	14	blue	0.5	0.7	NA	NA
38.721	1.13	2	6	pump	7	-1.43478260869565	-1.125	linear	cashout	14	blue	0.6	0.7	NA	NA
41.52	1.039	2	7	pump	7	-0.434782608695652	-0.125	linear	cashout	14	blue	0.7	0.7	NA	NA
44.419	1.609	2	8	cashout	7	NA	NA	linear	cashout	14	blue	0.8	0.7	NA	NA
52.299	0.91	3	1	pump	5	-6.43478260869565	-5.75	exponential	explosion	5	red	0.01	0	NA	NA
54.882	0.978	3	2	pump	5	-5.43478260869565	-4.75	exponential	explosion	5	red	0.0428709385014517	0	NA	NA
57.348	1.336	3	3	pump	5	-4.43478260869565	-3.75	exponential	explosion	5	red	0.100451085663051	0	NA	NA
59.864	1.09	3	4	pump	5	-3.43478260869565	-2.75	exponential	explosion	5	red	0.183791736799526	0	NA	NA
62.096	1.303	3	5	pump	5	NA	NA	exponential	explosion	5	red	0.293654735772005	0	64.895	2
72.793	0.808	4	1	pump	8	-6.43478260869565	-6.125	linear	cashout	15	blue	0.1	0.8	NA	NA
75.392	1.08	4	2	pump	8	-5.43478260869565	-5.125	linear	cashout	15	blue	0.2	0.8	NA	NA
78.074	1.126	4	3	pump	8	-4.43478260869565	-4.125	linear	cashout	15	blue	0.3	0.8	NA	NA
80.923	1.253	4	4	pump	8	-3.43478260869565	-3.125	linear	cashout	15	blue	0.4	0.8	NA	NA
84.089	1.448	4	5	pump	8	-2.43478260869565	-2.125	linear	cashout	15	blue	0.5	0.8	NA	NA
86.938	1.568	4	6	pump	8	-1.43478260869565	-1.125	linear	cashout	15	blue	0.6	0.8	NA	NA
90.07	1.287	4	7	pump	8	-0.434782608695652	-0.125	linear	cashout	15	blue	0.7	0.8	NA	NA
93.052	1.063	4	8	pump	8	0.565217391304348	0.875	linear	cashout	15	blue	0.8	0.8	NA	NA
95.901	1.331	4	9	cashout	8	NA	NA	linear	cashout	15	blue	0.9	0.8	NA	NA
106.481	1.336	5	1	pump	11	-6.43478260869565	-7.57142857142857	control	control	11	grey	0	0	NA	NA
109.613	0.933	5	2	pump	11	-5.43478260869565	-6.57142857142857	control	control	11	grey	0	0	NA	NA
111.646	1.138	5	3	pump	11	-4.43478260869565	-5.57142857142857	control	control	11	grey	0	0	NA	NA
114.329	1.13	5	4	pump	11	-3.43478260869565	-4.57142857142857	control	control	11	grey	0	0	NA	NA
117.427	1.041	5	5	pump	11	-2.43478260869565	-3.57142857142857	control	control	11	grey	0	0	NA	NA
120.376	0.805	5	6	pump	11	-1.43478260869565	-2.57142857142857	control	control	11	grey	0	0	NA	NA
122.659	0.897	5	7	pump	11	-0.434782608695652	-1.57142857142857	control	control	11	grey	0	0	NA	NA
125.591	1.074	5	8	pump	11	0.565217391304348	-0.571428571428571	control	control	11	grey	0	0	NA	NA
128.607	1.029	5	9	pump	11	1.56521739130435	0.428571428571429	control	control	11	grey	0	0	NA	NA
131.456	0.821	5	10	pump	11	2.56521739130435	1.42857142857143	control	control	11	grey	0	0	NA	NA
133.639	1.042	5	11	pump	11	3.56521739130435	2.42857142857143	control	control	11	grey	0	0	NA	NA
140.17	1.159	6	1	pump	8	-6.43478260869565	-5.75	exponential	explosion	8	red	0.01	0	NA	NA
142.769	1.352	6	2	pump	8	-5.43478260869565	-4.75	exponential	explosion	8	red	0.0428709385014517	0	NA	NA
145.251	1.103	6	3	pump	8	-4.43478260869565	-3.75	exponential	explosion	8	red	0.100451085663051	0	NA	NA
147.601	1.738	6	4	pump	8	-3.43478260869565	-2.75	exponential	explosion	8	red	0.183791736799526	0	NA	NA
150.733	1.446	6	5	pump	8	-2.43478260869565	-1.75	exponential	explosion	8	red	0.293654735772005	0	NA	NA
153.948	1.336	6	6	pump	8	-1.43478260869565	-0.75	exponential	explosion	8	red	0.430643231586474	0	NA	NA
157.331	1.099	6	7	pump	8	-0.434782608695652	0.25	exponential	explosion	8	red	0.595258881579143	0	NA	NA
160.28	1.136	6	8	pump	8	NA	NA	exponential	explosion	8	red	0.787932424540747	0	162.746	2
167.727	1.217	7	1	pump	8	-6.43478260869565	-5.75	exponential	cashout	13	red	0.01	0.79	NA	NA
170.293	1.133	7	2	pump	8	-5.43478260869565	-4.75	exponential	cashout	13	red	0.0428709385014517	0.79	NA	NA
172.842	1.176	7	3	pump	8	-4.43478260869565	-3.75	exponential	cashout	13	red	0.100451085663051	0.79	NA	NA
175.808	1.203	7	4	pump	8	-3.43478260869565	-2.75	exponential	cashout	13	red	0.183791736799526	0.79	NA	NA
178.59	1.035	7	5	pump	8	-2.43478260869565	-1.75	exponential	cashout	13	red	0.293654735772005	0.79	NA	NA
181.189	0.926	7	6	pump	8	-1.43478260869565	-0.75	exponential	cashout	13	red	0.430643231586474	0.79	NA	NA
183.822	1.193	7	7	pump	8	-0.434782608695652	0.25	exponential	cashout	13	red	0.595258881579143	0.79	NA	NA
186.238	1.453	7	8	pump	8	0.565217391304348	1.25	exponential	cashout	13	red	0.787932424540747	0.79	NA	NA
189.02	1.117	7	9	cashout	8	NA	NA	exponential	cashout	13	red	1.00904206108857	0.79	NA	NA
201.249	1.022	8	1	pump	9	-6.43478260869565	-6.125	linear	cashout	14	blue	0.1	0.9	NA	NA
204.265	0.867	8	2	pump	9	-5.43478260869565	-5.125	linear	cashout	14	blue	0.2	0.9	NA	NA
206.947	1.033	8	3	pump	9	-4.43478260869565	-4.125	linear	cashout	14	blue	0.3	0.9	NA	NA
