onset	duration	trial	trial_id	choice	choice_bin	magnitude_sooner	delay_sooner	magnitude_later	delay_later	onset_choice_fb	duration_choice_fb
15.977	3.284	1	6	SS	1	10.5	0	13.13	2	19.294	1.5
23.877	3.188	2	42	SS	1	9.5	2	9.79	4	27.094	1.5
34.727	3.782	3	9	SS	1	22.32	0	22.54	2	38.527	1.5
44.344	2.813	4	13	SS	1	16.21	0	18.64	2	47.177	1.5
58.327	2.896	5	63	LL	2	25.61	2	34.57	6	61.244	1.5
69.41	2.483	6	51	LL	2	37.85	2	39.74	6	71.927	1.5
78.127	1.352	7	11	SS	1	24.85	0	26.09	2	79.496	1.5
83.678	3.157	8	21	SS	1	19.12	0	21.99	4	86.86	1.5
92.81	4.501	9	45	LL	2	36.8	2	42.32	4	97.327	1.5
107.11	3.084	10	25	LL	2	9.89	0	9.99	4	110.227	1.5
116.744	2.976	11	73	SS	1	9.59	4	9.68	6	119.744	1.5
124.877	3.103	12	56	LL	2	26.96	2	40.44	6	127.996	1.50000000000001
133.511	5	13	57	NA	NA	28.25	2	28.53	6	NA	NA
146.527	1.78	14	80	LL	2	9.39	4	14.08	6	148.327	1.5
158.544	3.144	15	24	LL	2	11.37	0	17.06	4	161.71	1.5
167.577	2.227	16	39	SS	1	14.56	2	19.66	4	169.827	1.5
176.36	4.452	17	48	LL	2	22.77	2	34.16	4	180.828	1.5
188.794	1.852	18	68	SS	1	25.55	4	28.11	6	190.66	1.5
197.594	2.132	19	5	SS	1	32.79	0	37.71	2	199.744	1.5
204.394	2.415	20	66	SS	1	11.96	4	12.32	6	206.836	1.5
214.127	3.585	21	54	SS	1	14.88	2	18.61	6	217.744	1.5
229.078	4.167	22	71	SS	1	10.98	4	14.83	6	233.26	1.5
243.277	3.672	23	34	SS	1	7.42	2	7.64	4	246.977	1.5
255.627	1.864	24	77	SS	1	25.13	4	28.9	6	257.519	1.5
262.394	4.376	25	59	SS	1	11.17	2	11.73	6	266.794	1.5
271.01	2.936	26	30	SS	1	25.92	0	32.4	4	273.977	1.5
279.311	2.777	27	18	LL	2	5.78	0	5.95	4	282.11	1.5
287.16	1.783	28	28	LL	2	6.41	0	7.05	4	288.96	1.5
292.61	5	29	50	NA	NA	20.53	2	21.14	6	NA	NA
299.56	1.644	30	16	SS	1	19.29	0	28.94	2	301.227	1.5
311.96	2.97	31	27	SS	1	22.78	0	23.92	4	314.96	1.5
321.294	1.655	32	29	SS	1	32.7	0	37.6	4	322.977	1.5
327.878	3.456	33	60	SS	1	6.45	2	7.1	6	331.36	1.5
337.894	4.502	34	40	LL	2	12.44	2	18.66	4	342.423	1.5
346.96	2.205	35	19	SS	1	28.48	0	29.91	4	349.194	1.5
356.444	1.262	36	26	SS	1	38.48	0	39.63	4	357.727	1.5
366.061	1.54	37	69	SS	1	22.62	4	26.01	6	367.627	1.5
370.761	1.777	38	10	SS	1	21.66	0	22.31	2	372.577	1.5
383.644	1.369	39	14	SS	1	27.84	0	34.8	2	385.027	1.5
394.127	1.53	40	7	SS	1	19.45	0	26.26	2	395.677	1.5
402.061	1.956	41	22	SS	1	18.4	0	23	4	404.044	1.5
408.711	2.657	42	79	LL	2	14.58	4	19.68	6	411.394	1.5
414.994	3.727	43	37	LL	2	17.36	2	19.96	4	418.761	1.5
424.196	5	44	47	NA	NA	20.07	2	27.1	4	NA	NA
439.727	1.225	45	1	SS	1	37.69	0	38.07	2	440.977	1.5
451.611	2.096	46	76	SS	1	22.92	4	25.21	6	453.727	1.5
459.261	4.199	47	55	SS	1	29.45	2	39.75	6	463.494	1.5
466.894	2.722	48	65	SS	1	13.22	4	13.35	6	469.644	1.5
475.162	1.958	49	64	LL	2	26.95	2	40.42	6	477.144	1.5
484.908	5	50	53	NA	NA	35.19	2	40.46	6	NA	NA
493.811	1.98	51	20	SS	1	30.4	0	33.44	4	495.811	1.5
500.761	1.833	52	46	LL	2	30.77	2	38.46	4	502.627	1.5
510.444	2.831	53	33	SS	1	25.56	2	25.82	4	513.311	1.5
517.494	2.756	54	15	SS	1	16.47	0	22.24	2	520.277	1.5
528.844	3.7	55	36	SS	1	18.11	2	19.92	4	532.561	1.5
538.927	2.208	56	23	LL	2	6.11	0	8.25	4	541.161	1.5
549.927	1.601	57	31	SS	1	23.44	0	31.64	4	551.561	1.5
556.511	5	58	38	NA	NA	32.44	2	40.55	4	NA	NA
565.944	2.057	59	44	SS	1	22.39	2	24.62	4	568.027	1.5
579.044	1.762	60	12	SS	1	21.96	0	24.16	2	580.827	1.5
585.377	3.223	61	52	SS	1	30.66	2	33.73	6	588.627	1.5
598.094	2.354	62	3	LL	2	10.51	0	11.04	2	600.477	1.5
609.527	1.472	63	72	SS	1	29.27	4	43.91	6	611.027	1.5
621.062	1.612	64	2	SS	1	24.28	0	25	2	622.695	1.5
629.559	2.583	65	32	LL	2	11.53	0	17.29	4	632.161	1.5
637.011	2.515	66	62	LL	2	25.3	2	31.63	6	639.544	1.5
643.544	2.303	67	4	SS	1	13.42	0	14.77	2	645.877	1.5
658.294	1.947	68	58	SS	1	12.69	2	13.07	6	660.277	1.5
666.594	2.279	69	35	SS	1	20.14	2	21.15	4	668.896	1.5
676.21	4.869	70	43	SS	1	24.99	2	26.24	4	681.094	1.5
685.261	2.464	71	49	SS	1	23.7	2	23.94	6	687.744	1.5
693.744	2.665	72	78	LL	2	18.61	4	23.27	6	696.427	1.5
707.127	3.595	73	61	SS	1	18.24	2	20.97	6	710.749	1.5
716.094	2.498	74	41	SS	1	11.65	2	11.77	4	718.613	1.5
724.677	3.802	75	67	SS	1	6.26	4	6.57	6	728.494	1.5
