onset	duration	balloon_number	balloon_idx	response	pumps	pumps_demean_all	pumps_demean_type	balloon_type	balloon_outcome	balloon_maxpumps	balloon_colour	balloon_payoff_cumulative	balloon_payoff_total	onset_explosion	duration_explosion
4.065	1.037	1	1	pump	5	-6.61538461538461	-5.875	linear	cashout	15	blue	0.1	0.5	NA	NA
6.231	1.203	1	2	pump	5	-5.61538461538461	-4.875	linear	cashout	15	blue	0.2	0.5	NA	NA
8.665	1.026	1	3	pump	5	-4.61538461538461	-3.875	linear	cashout	15	blue	0.3	0.5	NA	NA
11.598	1.361	1	4	pump	5	-3.61538461538461	-2.875	linear	cashout	15	blue	0.4	0.5	NA	NA
14.515	0.933	1	5	pump	5	-2.61538461538461	-1.875	linear	cashout	15	blue	0.5	0.5	NA	NA
17.481	0.918	1	6	cashout	5	NA	NA	linear	cashout	15	blue	0.6	0.5	NA	NA
26.933	0.822	2	1	pump	5	-6.61538461538461	-7.11111111111111	exponential	cashout	8	red	0.01	0.29	NA	NA
29.566	1.012	2	2	pump	5	-5.61538461538461	-6.11111111111111	exponential	cashout	8	red	0.0428709385014517	0.29	NA	NA
32.548	0.855	2	3	pump	5	-4.61538461538461	-5.11111111111111	exponential	cashout	8	red	0.100451085663051	0.29	NA	NA
35.131	0.917	2	4	pump	5	-3.61538461538461	-4.11111111111111	exponential	cashout	8	red	0.183791736799526	0.29	NA	NA
37.465	0.895	2	5	pump	5	-2.61538461538461	-3.11111111111111	exponential	cashout	8	red	0.293654735772005	0.29	NA	NA
40.148	0.757	2	6	cashout	5	NA	NA	exponential	cashout	8	red	0.430643231586474	0.29	NA	NA
52.142	0.915	3	1	pump	9	-6.61538461538461	-6.77777777777778	control	control	9	grey	0	0	NA	NA
54.515	0.839	3	2	pump	9	-5.61538461538461	-5.77777777777778	control	control	9	grey	0	0	NA	NA
56.615	0.435	3	3	pump	9	-4.61538461538461	-4.77777777777778	control	control	9	grey	0	0	NA	NA
58.215	0.41	3	4	pump	9	-3.61538461538461	-3.77777777777778	control	control	9	grey	0	0	NA	NA
59.748	0.539	3	5	pump	9	-2.61538461538461	-2.77777777777778	control	control	9	grey	0	0	NA	NA
61.465	0.737	3	6	pump	9	-1.61538461538461	-1.77777777777778	control	control	9	grey	0	0	NA	NA
63.738	0.38	3	7	pump	9	-0.615384615384615	-0.777777777777778	control	control	9	grey	0	0	NA	NA
66.065	0.507	3	8	pump	9	0.384615384615385	0.222222222222222	control	control	9	grey	0	0	NA	NA
67.986	0.403	3	9	pump	9	1.38461538461539	1.22222222222222	control	control	9	grey	0	0	NA	NA
78.233	0.719	4	1	pump	5	-6.61538461538461	-7.11111111111111	exponential	cashout	7	red	0.01	0.29	NA	NA
80.499	0.607	4	2	pump	5	-5.61538461538461	-6.11111111111111	exponential	cashout	7	red	0.0428709385014517	0.29	NA	NA
82.848	0.663	4	3	pump	5	-4.61538461538461	-5.11111111111111	exponential	cashout	7	red	0.100451085663051	0.29	NA	NA
84.948	0.598	4	4	pump	5	-3.61538461538461	-4.11111111111111	exponential	cashout	7	red	0.183791736799526	0.29	NA	NA
86.732	0.741	4	5	pump	5	-2.61538461538461	-3.11111111111111	exponential	cashout	7	red	0.293654735772005	0.29	NA	NA
89.448	0.913	4	6	cashout	5	NA	NA	exponential	cashout	7	red	0.430643231586474	0.29	NA	NA
98.748	0.612	5	1	pump	11	-6.61538461538461	-6.77777777777778	control	control	11	grey	0	0	NA	NA
100.482	0.419	5	2	pump	11	-5.61538461538461	-5.77777777777778	control	control	11	grey	0	0	NA	NA
102.415	0.32	5	3	pump	11	-4.61538461538461	-4.77777777777778	control	control	11	grey	0	0	NA	NA
104.098	0.346	5	4	pump	11	-3.61538461538461	-3.77777777777778	control	control	11	grey	0	0	NA	NA
105.598	0.355	5	5	pump	11	-2.61538461538461	-2.77777777777778	control	control	11	grey	0	0	NA	NA
107.556	0.338	5	6	pump	11	-1.61538461538461	-1.77777777777778	control	control	11	grey	0	0	NA	NA
109.148	0.527	5	7	pump	11	-0.615384615384615	-0.777777777777778	control	control	11	grey	0	0	NA	NA
111.248	0.366	5	8	pump	11	0.384615384615385	0.222222222222222	control	control	11	grey	0	0	NA	NA
113.115	0.462	5	9	pump	11	1.38461538461539	1.22222222222222	control	control	11	grey	0	0	NA	NA
115.048	0.493	5	10	pump	11	2.38461538461539	2.22222222222222	control	control	11	grey	0	0	NA	NA
117.432	0.42	5	11	pump	11	3.38461538461539	3.22222222222222	control	control	11	grey	0	0	NA	NA
124.715	0.519	6	1	pump	5	-6.61538461538461	-5.875	linear	cashout	8	blue	0.1	0.5	NA	NA
127.066	0.524	6	2	pump	5	-5.61538461538461	-4.875	linear	cashout	8	blue	0.2	0.5	NA	NA
129.632	0.333	6	3	pump	5	-4.61538461538461	-3.875	linear	cashout	8	blue	0.3	0.5	NA	NA
131.082	0.475	6	4	pump	5	-3.61538461538461	-2.875	linear	cashout	8	blue	0.4	0.5	NA	NA
133.582	0.459	6	5	pump	5	-2.61538461538461	-1.875	linear	cashout	8	blue	0.5	0.5	NA	NA
136.048	0.699	6	6	cashout	5	NA	NA	linear	cashout	8	blue	0.6	0.5	NA	NA
150.448	0.634	7	1	pump	10	-6.61538461538461	-5.875	linear	cashout	12	blue	0.1	1	NA	NA
152.848	0.263	7	2	pump	10	-5.61538461538461	-4.875	linear	cashout	12	blue	0.2	1	NA	NA
154.365	0.374	7	3	pump	10	-4.61538461538461	-3.875	linear	cashout	12	blue	0.3	1	NA	NA
156.365	0.296	7	4	pump	10	-3.61538461538461	-2.875	linear	cashout	12	blue	0.4	1	NA	NA
158.415	0.376	7	5	pump	10	-2.61538461538461	-1.875	linear	cashout	12	blue	0.5	1	NA	NA
160.188	0.491	7	6	pump	10	-1.61538461538461	-0.875	linear	cashout	12	blue	0.6	1	NA	NA
161.948	0.563	7	7	pump	10	-0.615384615384615	0.125	linear	cashout	12	blue	0.7	1	NA	NA
164.065	0.836	7	8	pump	10	0.384615384615385	1.125	linear	cashout	12	blue	0.8	1	NA	NA
166.732	0.607	7	9	pump	10	1.38461538461539	2.125	linear	cashout	12	blue	0.9	1	NA	NA
168.582	0.645	7	10	pump	10	2.38461538461539	3.125	linear	cashout	12	blue	1	1	NA	NA
170.598	0.576	7	11	cashout	10	NA	NA	linear	cashout	12	blue	1.1	1	NA	NA
183.915	0.693	8	1	pump	6	-6.61538461538461	-6.77777777777778	control	control	6	grey	0	0	NA	NA
186.348	0.561	8	2	pump	6	-5.61538461538461	-5.77777777777778	control	control	6	grey	0	0	NA	NA
188.032	0.368	8	3	pump	6	-4.61538461538461	-4.77777777777778	control	control	6	grey	0	0	NA	NA
189.782	0.201	8	4	pump	6	-3.61538461538461	-3.77777777777778	control	control	6	grey	0	0	NA	NA
191.848	1.417	8	5	pump	6	-2.61538461538461	-2.77777777777778	control	control	6	grey	0	0	NA	NA
195.215	0.394	8	6	pump	6	-1.61538461538461	-1.77777777777778	control	control	6	grey	0	0	NA	NA
203.732	0.836	9	1	pump	10	-6.61538461538461	-7.11111111111111	exponential	cashout	13	red	0.01	1.26	NA	NA
206.032	0.507	9	2	pump	10	-5.61538461538461	-6.11111111111111	exponential	cashout	13	red	0.0428709385014517	1.26	NA	NA
208.282	0.483	9	3	pump	10	-4.61538461538461	-5.11111111111111	exponential	cashout	13	red	0.100451085663051	1.26	NA	NA
210.748	0.55	9	4	pump	10	-3.61538461538461	-4.11111111111111	exponential	cashout	13	red	0.183791736799526	1.26	NA	NA
212.715	0.458	9	5	pump	10	-2.61538461538461	-3.11111111111111	exponential	cashout	13	red	0.293654735772005	1.26	NA	NA
214.832	0.513	9	6	pump	10	-1.61538461538461	-2.11111111111111	exponential	cashout	13	red	0.430643231586474	1.26	NA	NA
216.715	0.553	9	7	pump	10	-0.615384615384615	-1.11111111111111	exponential	cashout	13	red	0.595258881579143	1.26	NA	NA
219.215	0.464	9	8	pump	10	0.384615384615385	-0.111111111111111	exponential	cashout	13	red	0.787932424540747	1.26	NA	NA
221.448	0.517	9	9	pump	10	1.38461538461539	0.888888888888889	exponential	cashout	13	red	1.00904206108857	1.26	NA	NA
223.698	0.527	9	10	pump	10	2.38461538461539	1.88888888888889	exponential	cashout	13	red	1.25892541179417	1.26	NA	NA
226.083	0.829	9	11	cashout	10	NA	NA	exponential	cashout	13	red	1.53788775440427	1.26	NA	NA
236.832	0.741	10	1	pump	5	-6.61538461538461	-5.875	linear	explosion	5	blue	0.1	0	NA	NA
238.849	0.392	10	2	pump	5	-5.61538461538461	-4.875	linear	explosion	5	blue	0.2	0	NA	NA
240.328	0.529	10	3	pump	5	-4.61538461538461	-3.875	linear	explosion	5	blue	0.3	0	NA	NA
242.632	0.511	10	4	pump	5	-3.61538461538461	-2.875	linear	explosion	5	blue	0.4	0	NA	NA
244.382	0.698	10	5	pump	5	NA	NA	linear	explosion	5	blue	0.5	0	246.515	2
250.665	0.52	11	1	pump	10	-6.61538461538461	-7.11111111111111	exponential	explosion	10	red	0.01	0	NA	NA
253.065	0.446	11	2	pump	10	-5.61538461538461	-6.11111111111111	exponential	explosion	10	red	0.0428709385014517	0	NA	NA
255.465	0.371	11	3	pump	10	-4.61538461538461	-5.11111111111111	exponential	explosion	10	red	0.100451085663051	0	NA	NA
257.565	0.57	11	4	pump	10	-3.61538461538461	-4.11111111111111	exponential	explosion	10	red	0.183791736799526	0	NA	NA
259.882	0.582	11	5	pump	10	-2.61538461538461	-3.11111111111111	exponential	explosion	10	red	0.293654735772005	0	NA	NA
262.182	0.686	11	6	pump	10	-1.61538461538461	-2.11111111111111	exponential	explosion	10	red	0.430643231586474	0	NA	NA
264.699	0.516	11	7	pump	10	-0.615384615384615	-1.11111111111111	exponential	explosion	10	red	0.595258881579143	0	NA	NA
266.699	0.55	11	8	pump	10	0.384615384615385	-0.111111111111111	exponential	explosion	10	red	0.787932424540747	0	NA	NA
268.335	0.652	11	9	pump	10	1.38461538461539	0.888888888888889	exponential	explosion	10	red	1.00904206108857	0	NA	NA
270.085	0.832	11	10	pump	10	NA	NA	exponential	explosion	10	red	1.25892541179417	0	272.232	2
284.049	0.534	12	1	pump	2	-6.61538461538461	-6.77777777777778	control	control	2	grey	0	0	NA	NA
285.882	0.414	12	2	pump	2	-5.61538461538461	-5.77777777777778	control	control	2	grey	0	0	NA	NA
290.115	0.62	13	1	pump	10	-6.61538461538461	-7.11111111111111	exponential	cashout	14	red	0.01	1.26	NA	NA
292.56	0.39	13	2	pump	10	-5.61538461538461	-6.11111111111111	exponential	cashout	14	red	0.0428709385014517	1.26	NA	NA
294.065	0.529	13	3	pump	10	-4.61538461538461	-5.11111111111111	exponential	cashout	14	red	0.100451085663051	1.26	NA	NA
296.249	0.465	13	4	pump	10	-3.61538461538461	-4.11111111111111	exponential	cashout	14	red	0.183791736799526	1.26	NA	NA
298.365	0.465	13	5	pump	10	-2.61538461538461	-3.11111111111111	exponential	cashout	14	red	0.293654735772005	1.26	NA	NA
300.191	0.557	13	6	pump	10	-1.61538461538461	-2.11111111111111	exponential	cashout	14	red	0.430643231586474	1.26	NA	NA
302.282	0.511	13	7	pump	10	-0.615384615384615	-1.11111111111111	exponential	cashout	14	red	0.595258881579143	1.26	NA	NA
304.349	0.431	13	8	pump	10	0.384615384615385	-0.111111111111111	exponential	cashout	14	red	0.787932424540747	1.26	NA	NA
306.265	0.449	13	9	pump	10	1.38461538461539	0.888888888888889	exponential	cashout	14	red	1.00904206108857	1.26	NA	NA
308.465	0.561	13	10	pump	10	2.38461538461539	1.88888888888889	exponential	cashout	14	red	1.25892541179417	1.26	NA	NA
310.515	0.651	13	11	cashout	10	NA	NA	exponential	cashout	14	red	1.53788775440427	1.26	NA	NA
321.532	0.718	14	1	pump	7	-6.61538461538461	-6.77777777777778	control	control	7	grey	0	0	NA	NA
324.099	0.432	14	2	pump	7	-5.61538461538461	-5.77777777777778	control	control	7	grey	0	0	NA	NA
325.833	0.455	14	3	pump	7	-4.61538461538461	-4.77777777777778	control	control	7	grey	0	0	NA	NA
328.332	0.375	14	4	pump	7	-3.61538461538461	-3.77777777777778	control	control	7	grey	0	0	NA	NA
330.732	0.494	14	5	pump	7	-2.61538461538461	-2.77777777777778	control	control	7	grey	0	0	NA	NA
333.132	0.345	14	6	pump	7	-1.61538461538461	-1.77777777777778	control	control	7	grey	0	0	NA	NA
335.349	0.481	14	7	pump	7	-0.615384615384615	-0.777777777777778	control	control	7	grey	0	0	NA	NA
342.799	0.68	15	1	pump	3	-6.61538461538461	-5.875	linear	explosion	3	blue	0.1	0	NA	NA
344.649	0.466	15	2	pump	3	-5.61538461538461	-4.875	linear	explosion	3	blue	0.2	0	NA	NA
346.449	0.483	15	3	pump	3	NA	NA	linear	explosion	3	blue	0.3	0	348.991	2
354.999	0.471	16	1	pump	10	-6.61538461538461	-5.875	linear	cashout	12	blue	0.1	1	NA	NA
356.799	0.501	16	2	pump	10	-5.61538461538461	-4.875	linear	cashout	12	blue	0.2	1	NA	NA
358.465	0.494	16	3	pump	10	-4.61538461538461	-3.875	linear	cashout	12	blue	0.3	1	NA	NA
360.104	0.451	16	4	pump	10	-3.61538461538461	-2.875	linear	cashout	12	blue	0.4	1	NA	NA
361.699	0.537	16	5	pump	10	-2.61538461538461	-1.875	linear	cashout	12	blue	0.5	1	NA	NA
363.649	0.496	16	6	pump	10	-1.61538461538461	-0.875	linear	cashout	12	blue	0.6	1	NA	NA
365.482	0.67	16	7	pump	10	-0.615384615384615	0.125	linear	cashout	12	blue	0.7	1	NA	NA
367.932	0.49	16	8	pump	10	0.384615384615385	1.125	linear	cashout	12	blue	0.8	1	NA	NA
370.099	0.634	16	9	pump	10	1.38461538461539	2.125	linear	cashout	12	blue	0.9	1	NA	NA
372.465	1.039	16	10	pump	10	2.38461538461539	3.125	linear	cashout	12	blue	1	1	NA	NA
375.383	0.631	16	11	cashout	10	NA	NA	linear	cashout	12	blue	1.1	1	NA	NA
380.382	0.858	17	1	pump	7	-6.61538461538461	-7.11111111111111	exponential	explosion	7	red	0.01	0	NA	NA
383.115	0.479	17	2	pump	7	-5.61538461538461	-6.11111111111111	exponential	explosion	7	red	0.0428709385014517	0	NA	NA
385.382	0.457	17	3	pump	7	-4.61538461538461	-5.11111111111111	exponential	explosion	7	red	0.100451085663051	0	NA	NA
387.082	0.672	17	4	pump	7	-3.61538461538461	-4.11111111111111	exponential	explosion	7	red	0.183791736799526	0	NA	NA
389.032	0.826	17	5	pump	7	-2.61538461538461	-3.11111111111111	exponential	explosion	7	red	0.293654735772005	0	NA	NA
391.015	0.748	17	6	pump	7	-1.61538461538461	-2.11111111111111	exponential	explosion	7	red	0.430643231586474	0	NA	NA
393.215	0.688	17	7	pump	7	NA	NA	exponential	explosion	7	red	0.595258881579143	0	395.149	2
401.549	0.71	18	1	pump	14	-6.61538461538461	-6.77777777777778	control	control	14	grey	0	0	NA	NA
404.189	0.486	18	2	pump	14	-5.61538461538461	-5.77777777777778	control	control	14	grey	0	0	NA	NA
406.315	0.561	18	3	pump	14	-4.61538461538461	-4.77777777777778	control	control	14	grey	0	0	NA	NA
408.149	0.876	18	4	pump	14	-3.61538461538461	-3.77777777777778	control	control	14	grey	0	0	NA	NA
410.832	0.6	18	5	pump	14	-2.61538461538461	-2.77777777777778	control	control	14	grey	0	0	NA	NA
413.465	0.672	18	6	pump	14	-1.61538461538461	-1.77777777777778	control	control	14	grey	0	0	NA	NA
415.699	0.531	18	7	pump	14	-0.615384615384615	-0.777777777777778	control	control	14	grey	0	0	NA	NA
418.299	0.42	18	8	pump	14	0.384615384615385	0.222222222222222	control	control	14	grey	0	0	NA	NA
420.382	0.508	18	9	pump	14	1.38461538461539	1.22222222222222	control	control	14	grey	0	0	NA	NA
