onset	duration	trial	trial_id	choice	choice_bin	magnitude_sooner	delay_sooner	magnitude_later	delay_later	onset_choice_fb	duration_choice_fb
14.633	1.98	1	24	LL	2	11.37	0	17.06	4	16.649	1.5
24.983	2.314	2	38	SS	1	32.44	2	40.55	4	27.318	1.5
31.216	2.812	3	68	SS	1	25.55	4	28.11	6	34.049	1.5
39.283	1.829	4	75	SS	1	20.18	4	21.19	6	41.133	1.5
49.916	2.021	5	28	SS	1	6.41	0	7.05	4	51.966	1.5
58.149	2.58	6	1	SS	1	37.69	0	38.07	2	60.756	1.5
65.833	2.08	7	79	LL	2	14.58	4	19.68	6	67.949	1.5
71.566	2.772	8	11	LL	2	24.85	0	26.09	2	74.366	1.5
80.1	2.751	9	21	SS	1	19.12	0	21.99	4	82.866	1.5
89.333	2.461	10	4	SS	1	13.42	0	14.77	2	91.816	1.5
102.166	3.211	11	56	LL	2	26.96	2	40.44	6	105.399	1.5
115.216	2.35	12	74	SS	1	13.42	4	13.82	6	117.599	1.5
121.033	2.488	13	25	SS	1	9.89	0	9.99	4	123.549	1.5
128.767	3.805	14	70	LL	2	25.9	4	32.37	6	132.599	1.5
137.583	2.865	15	51	SS	1	37.85	2	39.74	6	140.466	1.5
149.716	2.951	16	60	SS	1	6.45	2	7.1	6	152.699	1.5
155.558	2.27	17	72	LL	2	29.27	4	43.91	6	157.849	1.5
161.516	2.927	18	66	SS	1	11.96	4	12.32	6	164.466	1.5
170.799	2.772	19	40	LL	2	12.44	2	18.66	4	173.599	1.5
178.883	4.169	20	7	LL	2	19.45	0	26.26	2	183.066	1.5
187.133	3.994	21	54	SS	1	14.88	2	18.61	6	191.149	1.5
196.133	2.316	22	49	SS	1	23.7	2	23.94	6	198.483	1.5
207.683	2.741	23	19	SS	1	28.48	0	29.91	4	210.45	1.5
217.95	3.089	24	2	SS	1	24.28	0	25	2	221.066	1.5
229.7	3.483	25	78	LL	2	18.61	4	23.27	6	233.2	1.5
244.2	2.178	26	9	SS	1	22.32	0	22.54	2	246.4	1.5
250.05	2.709	27	3	SS	1	10.51	0	11.04	2	252.783	1.5
258.7	2.808	28	13	LL	2	16.21	0	18.64	2	261.533	1.5
267.05	2.409	29	50	SS	1	20.53	2	21.14	6	269.486	1.5
274.951	2.902	30	22	LL	2	18.4	0	23	4	277.866	1.5
288.3	3.167	31	59	SS	1	11.17	2	11.73	6	291.495	1.5
294.366	2.047	32	26	SS	1	38.48	0	39.63	4	296.433	1.5
300.95	2.955	33	36	SS	1	18.11	2	19.92	4	303.933	1.5
