onset	duration	trial	trial_id	choice	choice_bin	magnitude_sooner	delay_sooner	magnitude_later	delay_later	onset_choice_fb	duration_choice_fb
13.412	1.633	1	57	SS	1	28.25	2	28.53	6	15.062	1.5
20.143	1.61	2	64	LL	2	26.95	2	40.42	6	21.776	1.5
25.275	1.951	3	31	LL	2	23.44	0	31.64	4	27.241	1.5
32.772	1.669	4	15	LL	2	16.47	0	22.24	2	34.455	1.5
41.769	1.446	5	74	SS	1	13.42	4	13.82	6	43.235	1.5
52.332	1.82	6	43	SS	1	24.99	2	26.24	4	54.165	1.5
60.313	1.749	7	13	LL	2	16.21	0	18.64	2	62.079	1.5
66.061	2.414	8	21	SS	1	19.12	0	21.99	4	68.494	1.5
72.892	1.697	9	2	SS	1	24.28	0	25	2	74.608	1.5
80.939	1.563	10	14	SS	1	27.84	0	34.8	2	82.522	1.5
93.535	1.278	11	16	LL	2	19.29	0	28.94	2	94.835	1.5
102.299	1.359	12	9	SS	1	22.32	0	22.54	2	103.682	1.5
109.18	2.22	13	11	LL	2	24.85	0	26.09	2	111.412	1.5
114.211	1.413	14	55	LL	2	29.45	2	39.75	6	115.644	1.5
123.042	1.636	15	37	SS	1	17.36	2	19.96	4	124.691	1.5
128.707	1.358	16	79	LL	2	14.58	4	19.68	6	130.089	1.5
133.872	1.906	17	27	SS	1	22.78	0	23.92	4	135.804	1.5
141.819	2.342	18	22	LL	2	18.4	0	23	4	144.185	1.5
151.216	2.052	19	61	SS	1	18.24	2	20.97	6	153.282	1.5
158.063	1.47	20	65	SS	1	13.22	4	13.35	6	159.546	1.5
166.561	1.936	21	50	SS	1	20.53	2	21.14	6	168.51	1.5
172.359	1.503	22	49	SS	1	23.7	2	23.94	6	173.875	1.5
177.374	1.801	23	63	LL	2	25.61	2	34.57	6	179.19	1.5
187.853	2.464	24	10	SS	1	21.66	0	22.31	2	190.336	1.5
200.882	1.903	25	41	SS	1	11.65	2	11.77	4	202.798	1.5
211.029	1.523	26	8	SS	1	14.49	0	21.74	2	212.578	1.5
215.394	2.429	27	68	LL	2	25.55	4	28.11	6	217.843	1.5
224.308	2.019	28	80	LL	2	9.39	4	14.08	6	226.34	1.5
230.606	1.55	29	19	SS	1	28.48	0	29.91	4	232.172	1.5
234.788	1.463	30	39	LL	2	14.56	2	19.66	4	236.27	1.5
245.217	1.694	31	26	SS	1	38.48	0	39.63	4	246.933	1.5
252.948	2.007	32	29	LL	2	32.7	0	37.6	4	254.981	1.5
259.696	1.728	33	25	SS	1	9.89	0	9.99	4	261.445	1.5
265.594	1.742	34	58	SS	1	12.69	2	13.07	6	267.36	1.5
272.441	1.721	35	12	LL	2	21.96	0	24.16	2	274.174	1.5
277.756	1.646	36	60	SS	1	6.45	2	7.1	6	279.422	1.5
284.021	1.757	37	24	LL	2	11.37	0	17.06	4	285.804	1.5
291.985	2.164	38	62	LL	2	25.3	2	31.63	6	294.167	1.5
300.649	1.173	39	18	SS	1	5.78	0	5.95	4	301.848	1.5
306.747	1.518	40	1	SS	1	37.69	0	38.07	2	308.279	1.5
310.995	2.634	41	71	LL	2	10.98	4	14.83	6	313.644	1.5
325.84	1.401	42	28	SS	1	6.41	0	7.05	4	327.256	1.5
332.305	1.281	43	7	LL	2	19.45	0	26.26	2	333.604	1.5
338.053	1.587	44	66	SS	1	11.96	4	12.32	6	339.652	1.5
344.184	1.469	45	72	LL	2	29.27	4	43.91	6	345.667	1.5
349.999	2.244	46	4	SS	1	13.42	0	14.77	2	352.265	1.5
354.88	1.596	47	48	LL	2	22.77	2	34.16	4	356.496	1.5
363.761	1.549	48	51	SS	1	37.85	2	39.74	6	365.327	1.5
368.659	1.525	49	5	LL	2	32.79	0	37.71	2	370.209	1.5
379.589	1.377	50	42	SS	1	9.5	2	9.79	4	380.988	1.5
384.82	1.415	51	45	LL	2	36.8	2	42.32	4	386.253	1.5
390.235	1.565	52	69	LL	2	22.62	4	26.01	6	391.818	1.5
403.097	1.217	53	67	SS	1	6.26	4	6.57	6	404.33	1.5
407.546	1.376	54	40	LL	2	12.44	2	18.66	4	408.945	1.5
414.194	1.767	55	44	SS	1	22.39	2	24.62	4	415.976	1.5
420.475	1.406	56	34	SS	1	7.42	2	7.64	4	421.908	1.5
430.855	1.866	57	53	LL	2	35.19	2	40.46	6	432.737	1.5
436.336	1.111	58	59	SS	1	11.17	2	11.73	6	437.469	1.5
442.068	1.312	59	70	LL	2	25.9	4	32.37	6	443.401	1.5
451.498	1.417	60	56	LL	2	26.96	2	40.44	6	452.931	1.5
459.312	1.742	61	47	LL	2	20.07	2	27.1	4	461.078	1.5
464.61	2.454	62	6	SS	1	10.5	0	13.13	2	467.076	1.5
476.373	1.451	63	35	SS	1	20.14	2	21.15	4	477.839	1.5
481.571	1.908	64	77	LL	2	25.13	4	28.9	6	483.504	1.5
486.519	1.632	65	17	SS	1	22.32	0	22.55	4	488.169	1.5
492.267	1.595	66	20	SS	1	30.4	0	33.44	4	493.884	1.5
498.332	1.277	67	54	LL	2	14.88	2	18.61	6	499.632	1.5
510.361	1.519	68	76	LL	2	22.92	4	25.21	6	511.894	1.5
517.709	1.396	69	30	LL	2	25.92	0	32.4	4	519.125	1.5
526.473	1.931	70	73	SS	1	9.59	4	9.68	6	528.422	1.5
531.571	1.359	71	75	SS	1	20.18	4	21.19	6	532.954	1.5
537.202	2.377	72	23	SS	1	6.11	0	8.25	4	539.601	1.5
547.565	1.749	73	36	LL	2	18.11	2	19.92	4	549.331	1.5
553.18	2.474	74	3	SS	1	10.51	0	11.04	2	555.679	1.5
559.445	1.762	75	46	LL	2	30.77	2	38.46	4	561.227	1.5
566.176	1.38	76	32	LL	2	11.53	0	17.29	4	567.575	1.5
573.857	1.8	77	52	LL	2	30.66	2	33.73	6	575.673	1.5
581.621	1.403	78	33	SS	1	25.56	2	25.82	4	583.037	1.5
594.216	1.705	79	38	LL	2	32.44	2	40.55	4	595.949	1.5
600.931	1.456	80	78	LL	2	18.61	4	23.27	6	602.414	1.5
