onset	duration	trial	trial_id	choice	choice_bin	magnitude_sooner	delay_sooner	magnitude_later	delay_later	onset_choice_fb	duration_choice_fb
13.257	1.766	1	78	LL	2	18.61	4	23.27	6	15.04	1.5
18.655	1.895	2	18	SS	1	5.78	0	5.95	4	20.571	1.5
25.103	1.436	3	47	LL	2	20.07	2	27.1	4	26.552	1.5
30.968	2.563	4	49	SS	1	23.7	2	23.94	6	33.55	1.5
45.063	1.346	5	70	LL	2	25.9	4	32.37	6	46.429	1.5
52.827	2.185	6	33	SS	1	25.56	2	25.82	4	55.026	1.5
59.441	1.357	7	7	LL	2	19.45	0	26.26	2	60.824	1.5
65.872	1.953	8	38	LL	2	32.44	2	40.55	4	67.838	1.5
72.987	2.446	9	5	LL	2	32.79	0	37.71	2	75.453	1.5
86.949	1.856	10	46	LL	2	30.77	2	38.46	4	88.831	1.5
94.396	2.212	11	19	SS	1	28.48	0	29.91	4	96.629	1.5
100.277	2.428	12	28	SS	1	6.41	0	7.05	4	102.727	1.5
107.608	1.935	13	22	LL	2	18.4	0	23	4	109.558	1.5
113.806	3.012	14	35	LL	2	20.14	2	21.15	4	116.839	1.5
123.653	2.094	15	40	LL	2	12.44	2	18.66	4	125.769	1.5
128.501	1.452	16	26	SS	1	38.48	0	39.63	4	129.967	1.5
133.383	2.054	17	29	LL	2	32.7	0	37.6	4	135.449	1.5
140.747	1.353	18	15	LL	2	16.47	0	22.24	2	142.113	1.5
146.379	3.348	19	67	LL	2	6.26	4	6.57	6	149.744	1.5
152.377	1.749	20	39	LL	2	14.56	2	19.66	4	154.143	1.5
163.856	3.343	21	11	SS	1	24.85	0	26.09	2	167.222	1.5
170.004	1.474	22	45	LL	2	36.8	2	42.32	4	171.503	1.5
175.585	2.094	23	43	LL	2	24.99	2	26.24	4	177.701	1.5
181.45	1.806	24	69	LL	2	22.62	4	26.01	6	183.283	1.5
189.881	2.589	25	57	SS	1	28.25	2	28.53	6	192.496	1.5
196.795	2.463	26	59	SS	1	11.17	2	11.73	6	199.277	1.5
203.359	2.015	27	17	SS	1	22.32	0	22.55	4	205.392	1.5
208.091	2.03	28	42	SS	1	9.5	2	9.79	4	210.14	1.5
217.438	2.527	29	50	LL	2	20.53	2	21.14	6	219.987	1.5
230.217	1.838	30	2	SS	1	24.28	0	25	2	232.083	1.5
236.032	2.196	31	44	LL	2	22.39	2	24.62	4	238.248	1.5
243.229	2.403	32	62	LL	2	25.3	2	31.63	6	245.645	1.5
249.327	1.783	33	23	LL	2	6.11	0	8.25	4	251.126	1.5
254.659	1.805	34	9	SS	1	22.32	0	22.54	2	256.491	1.5
262.306	1.584	35	24	LL	2	11.37	0	17.06	4	263.906	1.5
272.886	1.917	36	68	LL	2	25.55	4	28.11	6	274.818	1.5
278.817	1.843	37	53	LL	2	35.19	2	40.46	6	280.683	1.5
286.531	2.173	38	75	LL	2	20.18	4	21.19	6	288.73	1.5
291.913	1.642	39	80	LL	2	9.39	4	14.08	6	293.579	1.5
298.81	3.052	40	27	SS	1	22.78	0	23.92	4	301.876	1.5
305.775	1.955	41	31	LL	2	23.44	0	31.64	4	307.757	1.5
313.755	3.68	42	20	SS	1	30.4	0	33.44	4	317.454	1.5
