onset	duration	trial	trial_id	choice	choice_bin	magnitude_sooner	delay_sooner	magnitude_later	delay_later	onset_choice_fb	duration_choice_fb
14.239	2.241	1	71	SS	1	10.98	4	14.83	6	16.505	1.5
20.922	2.548	2	51	SS	1	37.85	2	39.74	6	23.505	1.5
31.806	2.818	3	22	LL	2	18.4	0	23	4	34.639	1.5
44.072	2.924	4	55	LL	2	29.45	2	39.75	6	47.022	1.5
52.305	1.919	5	11	SS	1	24.85	0	26.09	2	54.255	1.5
63.905	2.477	6	32	LL	2	11.53	0	17.29	4	66.405	1.5
69.244	2.102	7	15	LL	2	16.47	0	22.24	2	71.372	1.5
76.105	2.715	8	61	SS	1	18.24	2	20.97	6	78.841	1.5
82.972	3.277	9	23	SS	1	6.11	0	8.25	4	86.272	1.5
96.389	2.546	10	2	SS	1	24.28	0	25	2	98.955	1.5
109.689	2.818	11	78	LL	2	18.61	4	23.27	6	112.539	1.5
119.089	1.82	12	75	SS	1	20.18	4	21.19	6	120.939	1.5
126.939	1.878	13	65	SS	1	13.22	4	13.35	6	128.84	1.5
133.239	3.406	14	38	LL	2	32.44	2	40.55	4	136.672	1.5
143.539	1.676	15	34	SS	1	7.42	2	7.64	4	145.239	1.5
150.222	2.747	16	79	LL	2	14.58	4	19.68	6	152.989	1.5
163.189	3.392	17	27	SS	1	22.78	0	23.92	4	166.605	1.5
172.505	1.869	18	19	SS	1	28.48	0	29.91	4	174.405	1.5
180.206	2.445	19	62	LL	2	25.3	2	31.63	6	182.672	1.5
185.905	1.822	20	21	SS	1	19.12	0	21.99	4	187.754	1.5
191.989	2.705	21	31	LL	2	23.44	0	31.64	4	194.722	1.5
198.839	1.901	22	29	LL	2	32.7	0	37.6	4	200.772	1.5
207.255	2.18	23	24	LL	2	11.37	0	17.06	4	209.455	1.5
214.789	1.5	24	25	SS	1	9.89	0	9.99	4	216.322	1.5
220.772	2.088	25	64	LL	2	26.95	2	40.42	6	222.889	1.5
233.655	1.933	26	10	SS	1	21.66	0	22.31	2	235.605	1.5
240.755	2.069	27	16	LL	2	19.29	0	28.94	2	242.852	1.5
253.489	1.911	28	50	SS	1	20.53	2	21.14	6	255.422	1.50000000000003
261.795	1.964	29	76	LL	2	22.92	4	25.21	6	263.789	1.5
267.789	1.781	30	20	SS	1	30.4	0	33.44	4	269.605	1.5
274.422	3.207	31	52	LL	2	30.66	2	33.73	6	277.657	1.5
280.389	2.853	32	14	LL	2	27.84	0	34.8	2	283.255	1.5
288.572	1.921	33	3	SS	1	10.51	0	11.04	2	290.522	1.5
297.022	2.108	34	8	LL	2	14.49	0	21.74	2	299.155	1.5
303.505	2.947	35	53	LL	2	35.19	2	40.46	6	306.472	1.5
315.81	1.787	36	59	SS	1	11.17	2	11.73	6	317.622	1.5
323.722	3.205	37	68	SS	1	25.55	4	28.11	6	326.94	1.5
330.122	2.547	38	4	SS	1	13.42	0	14.77	2	332.689	1.5
