onset	duration	balloon_number	balloon_idx	response	pumps	pumps_demean_all	pumps_demean_type	balloon_type	balloon_outcome	balloon_maxpumps	balloon_colour	balloon_payoff_cumulative	balloon_payoff_total	onset_explosion	duration_explosion
4.069	1.089	1	1	pump	6	-5.73333333333333	-4.7	linear	cashout	14	blue	0.1	0.6	NA	NA
6.719	0.269	1	2	pump	6	-4.73333333333333	-3.7	linear	cashout	14	blue	0.2	0.6	NA	NA
8.252	0.475	1	3	pump	6	-3.73333333333333	-2.7	linear	cashout	14	blue	0.3	0.6	NA	NA
10.219	0.471	1	4	pump	6	-2.73333333333333	-1.7	linear	cashout	14	blue	0.4	0.6	NA	NA
11.986	0.468	1	5	pump	6	-1.73333333333333	-0.7	linear	cashout	14	blue	0.5	0.6	NA	NA
14.386	0.676	1	6	pump	6	-0.733333333333333	0.3	linear	cashout	14	blue	0.6	0.6	NA	NA
16.702	0.473	1	7	cashout	6	NA	NA	linear	cashout	14	blue	0.7	0.6	NA	NA
24.219	0.635	2	1	pump	10	-5.73333333333333	-5.9	exponential	cashout	11	red	0.01	1.26	NA	NA
26.069	0.481	2	2	pump	10	-4.73333333333333	-4.9	exponential	cashout	11	red	0.0428709385014517	1.26	NA	NA
27.769	0.438	2	3	pump	10	-3.73333333333333	-3.9	exponential	cashout	11	red	0.100451085663051	1.26	NA	NA
30.086	0.413	2	4	pump	10	-2.73333333333333	-2.9	exponential	cashout	11	red	0.183791736799526	1.26	NA	NA
31.871	0.418	2	5	pump	10	-1.73333333333333	-1.9	exponential	cashout	11	red	0.293654735772005	1.26	NA	NA
34.32	0.426	2	6	pump	10	-0.733333333333333	-0.9	exponential	cashout	11	red	0.430643231586474	1.26	NA	NA
35.903	0.486	2	7	pump	10	0.266666666666667	0.0999999999999996	exponential	cashout	11	red	0.595258881579143	1.26	NA	NA
38.036	0.619	2	8	pump	10	1.26666666666667	1.1	exponential	cashout	11	red	0.787932424540747	1.26	NA	NA
39.852	0.51	2	9	pump	10	2.26666666666667	2.1	exponential	cashout	11	red	1.00904206108857	1.26	NA	NA
41.902	0.713	2	10	pump	10	3.26666666666667	3.1	exponential	cashout	11	red	1.25892541179417	1.26	NA	NA
44.252	0.445	2	11	cashout	10	NA	NA	exponential	cashout	11	red	1.53788775440427	1.26	NA	NA
50.819	0.496	3	1	pump	7	-5.73333333333333	-6.6	control	control	7	grey	0	0	NA	NA
53.352	0.246	3	2	pump	7	-4.73333333333333	-5.6	control	control	7	grey	0	0	NA	NA
54.913	0.308	3	3	pump	7	-3.73333333333333	-4.6	control	control	7	grey	0	0	NA	NA
56.879	0.291	3	4	pump	7	-2.73333333333333	-3.6	control	control	7	grey	0	0	NA	NA
58.986	0.308	3	5	pump	7	-1.73333333333333	-2.6	control	control	7	grey	0	0	NA	NA
61.119	0.227	3	6	pump	7	-0.733333333333333	-1.6	control	control	7	grey	0	0	NA	NA
63.302	0.249	3	7	pump	7	0.266666666666667	-0.6	control	control	7	grey	0	0	NA	NA
68.369	0.545	4	1	pump	3	-5.73333333333333	-4.7	linear	cashout	14	blue	0.1	0.3	NA	NA
70.702	0.372	4	2	pump	3	-4.73333333333333	-3.7	linear	cashout	14	blue	0.2	0.3	NA	NA
72.302	0.396	4	3	pump	3	-3.73333333333333	-2.7	linear	cashout	14	blue	0.3	0.3	NA	NA
74.719	0.426	4	4	cashout	3	NA	NA	linear	cashout	14	blue	0.4	0.3	NA	NA
82.953	0.628	5	1	pump	12	-5.73333333333333	-6.6	control	control	12	grey	0	0	NA	NA
85.303	1.086	5	2	pump	12	-4.73333333333333	-5.6	control	control	12	grey	0	0	NA	NA
88.419	0.301	5	3	pump	12	-3.73333333333333	-4.6	control	control	12	grey	0	0	NA	NA
90.752	0.277	5	4	pump	12	-2.73333333333333	-3.6	control	control	12	grey	0	0	NA	NA
92.519	0.279	5	5	pump	12	-1.73333333333333	-2.6	control	control	12	grey	0	0	NA	NA
93.903	0.486	5	6	pump	12	-0.733333333333333	-1.6	control	control	12	grey	0	0	NA	NA
96.186	0.682	5	7	pump	12	0.266666666666667	-0.6	control	control	12	grey	0	0	NA	NA
98.253	0.53	5	8	pump	12	1.26666666666667	0.4	control	control	12	grey	0	0	NA	NA
100.119	0.651	5	9	pump	12	2.26666666666667	1.4	control	control	12	grey	0	0	NA	NA
101.953	0.477	5	10	pump	12	3.26666666666667	2.4	control	control	12	grey	0	0	NA	NA
104.036	0.54	5	11	pump	12	4.26666666666667	3.4	control	control	12	grey	0	0	NA	NA
106.403	0.532	5	12	pump	12	5.26666666666667	4.4	control	control	12	grey	0	0	NA	NA
113.636	0.48	6	1	pump	5	-5.73333333333333	-5.9	exponential	cashout	14	red	0.01	0.29	NA	NA
115.303	0.495	6	2	pump	5	-4.73333333333333	-4.9	exponential	cashout	14	red	0.0428709385014517	0.29	NA	NA
117.486	0.252	6	3	pump	5	-3.73333333333333	-3.9	exponential	cashout	14	red	0.100451085663051	0.29	NA	NA
118.886	0.427	6	4	pump	5	-2.73333333333333	-2.9	exponential	cashout	14	red	0.183791736799526	0.29	NA	NA
120.553	0.503	6	5	pump	5	-1.73333333333333	-1.9	exponential	cashout	14	red	0.293654735772005	0.29	NA	NA
122.253	1.393	6	6	cashout	5	NA	NA	exponential	cashout	14	red	0.430643231586474	0.29	NA	NA
130.504	0.392	7	1	pump	7	-5.73333333333333	-5.9	exponential	cashout	16	red	0.01	0.6	NA	NA
132.17	0.341	7	2	pump	7	-4.73333333333333	-4.9	exponential	cashout	16	red	0.0428709385014517	0.6	NA	NA
134.403	0.338	7	3	pump	7	-3.73333333333333	-3.9	exponential	cashout	16	red	0.100451085663051	0.6	NA	NA
136.103	1.045	7	4	pump	7	-2.73333333333333	-2.9	exponential	cashout	16	red	0.183791736799526	0.6	NA	NA
139.103	0.691	7	5	pump	7	-1.73333333333333	-1.9	exponential	cashout	16	red	0.293654735772005	0.6	NA	NA
141.553	0.497	7	6	pump	7	-0.733333333333333	-0.9	exponential	cashout	16	red	0.430643231586474	0.6	NA	NA
143.3	0.759	7	7	pump	7	0.266666666666667	0.0999999999999996	exponential	cashout	16	red	0.595258881579143	0.6	NA	NA
146.019	1.262	7	8	cashout	7	NA	NA	exponential	cashout	16	red	0.787932424540747	0.6	NA	NA
157.636	0.632	8	1	pump	3	-5.73333333333333	-6.6	control	control	3	grey	0	0	NA	NA
160.194	0.218	8	2	pump	3	-4.73333333333333	-5.6	control	control	3	grey	0	0	NA	NA
162.269	0.286	8	3	pump	3	-3.73333333333333	-4.6	control	control	3	grey	0	0	NA	NA
168.803	0.531	9	1	pump	3	-5.73333333333333	-4.7	linear	explosion	3	blue	0.1	0	NA	NA
171.119	0.441	9	2	pump	3	-4.73333333333333	-3.7	linear	explosion	3	blue	0.2	0	NA	NA
173.519	0.529	9	3	pump	3	NA	NA	linear	explosion	3	blue	0.3	0	175.903	2
179.604	0.597	10	1	pump	5	-5.73333333333333	-5.9	exponential	explosion	5	red	0.01	0	NA	NA
182.003	0.568	10	2	pump	5	-4.73333333333333	-4.9	exponential	explosion	5	red	0.0428709385014517	0	NA	NA
184.486	0.495	10	3	pump	5	-3.73333333333333	-3.9	exponential	explosion	5	red	0.100451085663051	0	NA	NA
186.153	0.756	10	4	pump	5	-2.73333333333333	-2.9	exponential	explosion	5	red	0.183791736799526	0	NA	NA
188.401	0.942	10	5	pump	5	NA	NA	exponential	explosion	5	red	0.293654735772005	0	191.403	2
194.903	0.715	11	1	pump	13	-5.73333333333333	-6.6	control	control	13	grey	0	0	NA	NA
197.419	0.251	11	2	pump	13	-4.73333333333333	-5.6	control	control	13	grey	0	0	NA	NA
199.203	0.268	11	3	pump	13	-3.73333333333333	-4.6	control	control	13	grey	0	0	NA	NA
201.419	0.225	11	4	pump	13	-2.73333333333333	-3.6	control	control	13	grey	0	0	NA	NA
203.253	0.409	11	5	pump	13	-1.73333333333333	-2.6	control	control	13	grey	0	0	NA	NA
205.719	0.297	11	6	pump	13	-0.733333333333333	-1.6	control	control	13	grey	0	0	NA	NA
207.919	0.319	11	7	pump	13	0.266666666666667	-0.6	control	control	13	grey	0	0	NA	NA
209.827	0.376	11	8	pump	13	1.26666666666667	0.4	control	control	13	grey	0	0	NA	NA
211.869	0.427	11	9	pump	13	2.26666666666667	1.4	control	control	13	grey	0	0	NA	NA
213.919	0.39	11	10	pump	13	3.26666666666667	2.4	control	control	13	grey	0	0	NA	NA
215.703	0.34	11	11	pump	13	4.26666666666667	3.4	control	control	13	grey	0	0	NA	NA
217.836	0.615	11	12	pump	13	5.26666666666667	4.4	control	control	13	grey	0	0	NA	NA
220.453	0.69	11	13	pump	13	6.26666666666667	5.4	control	control	13	grey	0	0	NA	NA
224.853	0.755	12	1	pump	10	-5.73333333333333	-4.7	linear	cashout	13	blue	0.1	1	NA	NA
227.455	0.877	12	2	pump	10	-4.73333333333333	-3.7	linear	cashout	13	blue	0.2	1	NA	NA
229.954	0.545	12	3	pump	10	-3.73333333333333	-2.7	linear	cashout	13	blue	0.3	1	NA	NA
