onset	duration	trial	trial_id	choice	choice_bin	magnitude_sooner	delay_sooner	magnitude_later	delay_later	onset_choice_fb	duration_choice_fb
12.559	1.851	1	1	SS	1	37.69	0	38.07	2	14.425	1.5
25.371	1.359	2	64	LL	2	26.95	2	40.42	6	26.754	1.5
30.853	1.199	3	61	SS	1	18.24	2	20.97	6	32.069	1.5
36.601	1.545	4	40	LL	2	12.44	2	18.66	4	38.167	1.5
42.082	1.362	5	21	SS	1	19.12	0	21.99	4	43.465	1.5
48.163	1.283	6	15	LL	2	16.47	0	22.24	2	49.463	1.5
55.611	1.313	7	3	SS	1	10.51	0	11.04	2	56.944	1.5
61.742	1.071	8	72	LL	2	29.27	4	43.91	6	62.825	1.5
73.322	1.31	9	7	LL	2	19.45	0	26.26	2	74.655	1.5
80.186	1.538	10	69	LL	2	22.62	4	26.01	6	81.736	1.5
89.466	1.033	11	20	LL	2	30.4	0	33.44	4	90.516	1.5
95.914	1.123	12	27	SS	1	22.78	0	23.92	4	97.064	1.5
100.796	1.071	13	67	SS	1	6.26	4	6.57	6	101.895	1.5
105.561	1.054	14	14	LL	2	27.84	0	34.8	2	106.627	1.5
110.426	1.051	15	28	SS	1	6.41	0	7.05	4	111.492	1.5
115.457	0.969	16	46	LL	2	30.77	2	38.46	4	116.44	1.5
120.339	1.28	17	26	SS	1	38.48	0	39.63	4	121.639	1.5
127.07	1.154	18	56	LL	2	26.96	2	40.44	6	128.236	1.5
132.252	1.155	19	23	SS	1	6.11	0	8.25	4	133.435	1.5
141.282	1.297	20	5	LL	2	32.79	0	37.71	2	142.598	1.5
146.347	1.043	21	34	SS	1	7.42	2	7.64	4	147.413	1.5
150.546	1.489	22	52	LL	2	30.66	2	33.73	6	152.062	1.5
162.425	1.467	23	32	LL	2	11.53	0	17.29	4	163.908	1.5
168.706	1.103	24	80	LL	2	9.39	4	14.08	6	169.822	1.5
176.154	1.486	25	30	LL	2	25.92	0	32.4	4	177.653	1.5
181.552	0.96	26	55	LL	2	29.45	2	39.75	6	182.535	1.5
186.167	1.242	27	25	SS	1	9.89	0	9.99	4	187.433	1.5
196.147	1.326	28	4	SS	1	13.42	0	14.77	2	197.496	1.5
206.41	1.358	29	65	SS	1	13.22	4	13.35	6	207.793	1.5
213.324	1.458	30	58	SS	1	12.69	2	13.07	6	214.807	1.5
218.873	1.414	31	71	LL	2	10.98	4	14.83	6	220.305	1.5
224.221	1.154	32	39	LL	2	14.56	2	19.66	4	225.404	1.5
230.036	1.061	33	74	SS	1	13.42	4	13.82	6	231.118	1.5
235.001	1.489	34	60	SS	1	6.45	2	7.1	6	236.517	1.5
241.515	0.985	35	59	SS	1	11.17	2	11.73	6	242.515	1.5
247.146	1.234	36	75	SS	1	20.18	4	21.19	6	248.396	1.5
256.177	1.807	37	68	LL	2	25.55	4	28.11	6	258.009	1.5
265.407	1.339	38	63	LL	2	25.61	2	34.57	6	266.773	1.5
271.338	1.225	39	19	SS	1	28.48	0	29.91	4	272.588	1.5
279.502	1.117	40	78	LL	2	18.61	4	23.27	6	280.635	1.5
291.298	0.956	41	48	LL	2	22.77	2	34.16	4	292.281	1.5
296.313	0.966	42	45	LL	2	36.8	2	42.32	4	297.296	1.5
300.678	1.206	43	79	LL	2	14.58	4	19.68	6	301.911	1.5
306.276	1.161	44	17	SS	1	22.32	0	22.55	4	307.459	1.5
311.575	0.97	45	22	LL	2	18.4	0	23	4	312.558	1.5
319.755	1.165	46	70	LL	2	25.9	4	32.37	6	320.938	1.5
328.386	1.175	47	24	LL	2	11.37	0	17.06	4	329.585	1.5
333.834	1.1	48	6	SS	1	10.5	0	13.13	2	334.95	1.5
343.231	1.615	49	76	LL	2	22.92	4	25.21	6	344.863	1.5
355.16	1.327	50	18	SS	1	5.78	0	5.95	4	356.51	1.5
360.142	1.134	51	41	SS	1	11.65	2	11.77	4	361.291	1.5
364.973	1.259	52	50	SS	1	20.53	2	21.14	6	366.256	1.5
370.355	0.973	53	73	SS	1	9.59	4	9.68	6	371.355	1.5
375.403	0.866	54	31	LL	2	23.44	0	31.64	4	376.286	1.5
380.568	1.817	55	44	LL	2	22.39	2	24.62	4	382.401	1.5
390.631	1.174	56	53	LL	2	35.19	2	40.46	6	391.831	1.5
399.595	1.14	57	8	LL	2	14.49	0	21.74	2	400.761	1.5
408.525	0.967	58	42	SS	1	9.5	2	9.79	4	409.508	1.5
415.506	1.95	59	54	SS	1	14.88	2	18.61	6	417.472	1.5
424.52	1.614	60	77	LL	2	25.13	4	28.9	6	426.153	1.5
437.349	1.054	61	35	SS	1	20.14	2	21.15	4	438.415	1.5
441.331	1.483	62	49	SS	1	23.7	2	23.94	6	442.83	1.5
453.227	1.282	63	36	SS	1	18.11	2	19.92	4	454.527	1.5
462.89	1.451	64	57	SS	1	28.25	2	28.53	6	464.357	1.5
468.655	1.847	65	13	LL	2	16.21	0	18.64	2	470.521	1.5
474.07	1.121	66	12	SS	1	21.96	0	24.16	2	475.203	1.5
478.918	1.131	67	62	LL	2	25.3	2	31.63	6	480.068	1.5
487.949	1.301	68	47	LL	2	20.07	2	27.1	4	489.265	1.5
493.663	1.189	69	66	SS	1	11.96	4	12.32	6	494.88	1.5
498.145	1.427	70	43	SS	1	24.99	2	26.24	4	499.595	1.5
507.859	1.257	71	11	SS	1	24.85	0	26.09	2	509.141	1.5
516.822	1.227	72	10	SS	1	21.66	0	22.31	2	518.072	1.5
521.554	1.224	73	33	SS	1	25.56	2	25.82	4	522.803	1.5
532.417	1.267	74	29	LL	2	32.7	0	37.6	4	533.7	1.5
537.932	1.409	75	37	SS	1	17.36	2	19.96	4	539.365	1.5
549.245	1.876	76	38	LL	2	32.44	2	40.55	4	551.144	1.5
556.092	1.271	77	2	SS	1	24.28	0	25	2	557.375	1.5
564.09	1.061	78	16	LL	2	19.29	0	28.94	2	565.173	1.5
570.104	1.427	79	9	SS	1	22.32	0	22.54	2	571.554	1.5
580.051	1.55	80	51	SS	1	37.85	2	39.74	6	581.617	1.5
